,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,price_above_median
63,2.3571,17,4.612403100775194,1.065891472868217,1113.0,4.313953488372093,32.73,0
64,0.8527,43,3.432900432900433,1.0173160173160174,736.0,3.186147186147186,33.94,0
65,3.0306,19,4.061166429587482,1.0120910384068278,4163.0,2.960881934566145,33.15,0
66,2.6051,45,3.9614512471655328,1.0975056689342404,1680.0,3.809523809523809,34.09,0
72,2.9934,14,5.315656565656566,1.0,960.0,2.4242424242424243,34.41,0
73,2.6771,42,4.375,0.925,444.0,3.7,34.11,0
76,4.1482,7,5.674956622325043,1.1069982648930017,5595.0,3.2359745517640253,33.92,0
80,3.5982,52,5.447457627118644,1.1220338983050848,900.0,3.0508474576271185,33.98,0
81,1.7411,17,4.223577235772358,1.0406504065040652,728.0,2.959349593495935,32.85,0
83,1.3417,7,4.793785310734464,1.1977401129943503,808.0,2.2824858757062145,33.78,0
84,2.1955,34,4.136482939632546,0.9553805774278216,1153.0,3.026246719160105,32.62,0
85,1.675,34,3.28099173553719,1.0909090909090908,250.0,2.066115702479338,33.99,0
90,2.7361,14,4.206611570247934,0.9834710743801652,1224.0,3.371900826446281,32.57,0
91,4.069,28,5.247349823321555,0.9717314487632508,820.0,2.8975265017667846,32.69,0
93,1.8357,24,3.877138413685848,1.077760497667185,1420.0,2.208398133748056,32.8,0
102,1.1311,29,3.8753180661577606,1.1195928753180662,1302.0,3.312977099236641,32.67,0
103,4.0517,36,5.380597014925373,1.0111940298507462,990.0,3.694029850746269,33.91,0
104,4.9962,26,6.104553119730186,1.0236087689713322,2000.0,3.372681281618887,32.62,0
105,1.8242,47,4.257990867579909,1.0616438356164384,1916.0,4.3744292237442925,33.99,0
106,1.9311,17,4.231437598736177,1.052132701421801,3030.0,2.393364928909953,33.82,0
108,2.1406,41,3.67027027027027,0.9945945945945946,788.0,4.25945945945946,33.95,0
109,2.06,40,5.28021978021978,1.0934065934065933,509.0,2.7967032967032965,34.15,0
112,3.9816,27,4.928667563930014,1.1224764468371466,3009.0,4.049798115746972,33.73,0
113,1.625,26,4.0,1.0,35.0,3.888888888888889,34.02,0
115,1.5156,44,5.004282655246253,1.2055674518201285,1238.0,2.650963597430407,34.13,0
116,2.2042,22,3.554517133956386,1.0342679127725856,1189.0,3.70404984423676,34.01,0
117,2.3636,39,3.9933993399339935,1.023102310231023,1294.0,4.270627062706271,34.06,0
119,3.7543,42,4.184873949579832,1.0084033613445378,548.0,4.605042016806722,34.02,0
120,3.7933,22,6.112860892388452,1.099737532808399,1456.0,3.8215223097112863,33.25,0
122,4.25,24,5.439899833055092,1.0676126878130217,3441.0,2.87228714524207,33.68,0
123,2.1354,29,3.687218045112782,1.0526315789473684,3029.0,4.5548872180451125,34.05,0
125,1.875,40,4.110266159695818,1.0722433460076046,970.0,3.688212927756654,34.09,0
128,2.7396,7,6.548076923076923,1.2019230769230769,485.0,4.663461538461538,34.59,0
131,0.9889,40,3.611111111111111,1.0,1068.0,3.955555555555556,33.93,0
132,1.7207,40,3.0656814449917897,1.0394088669950738,2223.0,3.6502463054187193,33.98,0
133,3.4583,28,4.28125,1.0677083333333333,627.0,3.265625,33.84,0
139,3.4228,7,4.466539196940727,1.0717017208413002,2534.0,2.422562141491396,34.05,0
141,4.087,23,5.641176470588236,0.9970588235294118,1392.0,4.094117647058823,32.58,0
142,2.1875,28,4.160714285714286,1.0714285714285714,432.0,2.571428571428572,34.06,0
148,2.1607,48,4.401162790697675,1.0930232558139534,1353.0,3.933139534883721,34.0,0
154,4.5263,33,6.552380952380952,1.0285714285714285,1384.0,4.393650793650794,33.79,0
157,4.3952,12,5.860688550840672,1.0240192153722978,4048.0,3.2409927942353884,32.88,0
158,2.5179,42,4.424242424242424,1.0722610722610724,1503.0,3.5034965034965038,33.93,0
159,4.0211,4,6.3704712612367205,1.1362026695723235,10493.0,2.858349223644784,34.68,0
162,2.6618,22,4.210131332082551,1.0787992495309568,1543.0,2.8949343339587243,33.77,0
167,2.9271,6,2.4880763116057234,0.9523052464228936,3157.0,5.019077901430842,33.75,0
168,0.6831,37,3.904831625183016,0.9824304538799414,2865.0,4.194729136163982,33.95,0
170,1.4464,30,3.657794676806084,1.1064638783269962,1280.0,4.866920152091255,34.01,0
173,4.9306,17,4.635245901639344,0.9672131147540984,622.0,2.5491803278688523,33.85,0
176,1.2188,40,3.882911392405063,1.0443037974683544,1199.0,3.794303797468354,32.7,0
177,1.4861,23,4.325396825396825,1.0396825396825398,610.0,4.841269841269841,33.93,0
181,2.2024,5,4.098984771573604,0.9822335025380712,1094.0,2.7766497461928936,32.72,0
184,1.4066,39,4.633123689727463,1.0440251572327044,1752.0,3.672955974842768,34.12,0
185,3.5625,15,16.611764705882354,2.9529411764705884,703.0,2.756862745098039,34.25,0
186,3.2292,34,5.33030303030303,1.0696969696969696,2083.0,6.3121212121212125,33.74,0
187,4.6976,36,5.362612612612613,0.9436936936936936,1669.0,3.759009009009009,33.92,0
189,1.7463,36,3.424489795918368,1.020408163265306,1079.0,4.404081632653061,34.07,0
190,3.0181,10,5.758620689655173,1.088669950738916,2845.0,3.5036945812807883,34.51,0
193,2.8588,14,3.87708830548926,1.1181384248210025,1929.0,2.301909307875895,32.9,0
196,1.6063,20,4.88981288981289,1.155925155925156,1217.0,2.5301455301455302,34.13,0
198,2.6964,31,3.6206896551724137,0.9379310344827586,627.0,4.324137931034483,34.03,0
199,3.7969,35,5.23989898989899,1.0707070707070707,1312.0,3.313131313131313,33.92,0
200,1.7067,49,4.304878048780488,1.0152439024390243,901.0,2.7469512195121952,33.98,0
201,3.1691,42,3.530092592592593,1.0555555555555556,1688.0,3.907407407407408,34.1,0
203,3.5179,16,3.64765784114053,1.054989816700611,1006.0,2.0488798370672097,32.79,0
206,3.65,18,4.421733505821475,1.054333764553687,1961.0,2.536869340232859,33.84,0
208,2.9643,48,5.548628428927681,1.0798004987531171,1170.0,2.917705735660848,33.99,0
209,2.6618,10,6.204081632653061,1.2551020408163265,1403.0,2.045189504373178,34.1,0
210,2.9803,45,4.647577092511013,1.0881057268722467,1404.0,3.092511013215859,33.87,0
212,3.3636,43,4.397394136807818,0.9348534201954396,811.0,2.6416938110749184,34.03,0
213,3.9615,36,5.964601769911504,1.0044247787610618,1192.0,2.6371681415929205,34.7,0
214,2.6125,26,5.213151927437642,1.124716553287982,1259.0,2.854875283446712,34.53,0
216,3.5072,29,5.154135338345864,0.9172932330827068,2477.0,4.656015037593985,34.1,0
219,2.6149,10,5.599269183922046,1.2289890377588306,2227.0,2.712545676004872,34.86,0
223,3.8292,21,5.763527054108216,1.0801603206412826,1387.0,2.779559118236473,33.1,0
226,3.8355,38,5.112994350282486,1.0480225988700564,1257.0,3.5508474576271185,34.08,0
227,2.6226,40,4.071216617210682,1.0504451038575668,2747.0,4.07566765578635,34.09,0
230,1.5326,52,3.676795580110497,0.9558011049723756,1144.0,3.160220994475138,33.97,0
233,3.0147,30,4.385714285714286,1.1333333333333333,1491.0,3.55,33.91,0
235,3.8194,5,5.94015748031496,0.9748031496062992,2097.0,3.302362204724409,34.54,0
236,2.3917,30,4.763713080168777,1.059071729957806,1034.0,4.362869198312236,34.09,0
237,3.2578,18,5.755154639175258,1.2139175257731958,919.0,2.368556701030928,33.94,0
239,3.6897,38,4.322115384615385,1.0360576923076923,2416.0,2.9038461538461537,33.85,0
241,2.0655,37,4.684210526315789,1.1345029239766082,1553.0,4.54093567251462,33.96,0
242,2.2094,20,2.1652490886998783,1.088699878493317,1749.0,2.1251518833535843,34.06,0
244,3.8125,36,3.3142857142857145,0.8571428571428571,193.0,5.514285714285714,34.0,0
247,4.555,39,4.900621118012422,0.984472049689441,872.0,2.7080745341614905,34.25,0
251,4.125,38,4.7734375,1.1015625,756.0,2.953125,33.9,0
253,2.4432,21,4.464337700145561,1.027656477438137,2140.0,3.1149927219796214,34.07,0
254,1.6389,44,4.43859649122807,0.9473684210526316,1296.0,3.2481203007518795,33.95,0
255,3.8333,36,5.644314868804665,1.0058309037900874,861.0,2.510204081632653,32.79,0
256,2.6964,47,3.493377483443709,0.9867549668874172,1303.0,4.314569536423841,34.02,0
257,4.5,36,4.94044665012407,0.9826302729528535,1306.0,3.240694789081886,33.95,0
259,3.6125,36,4.969957081545064,0.9356223175965666,619.0,2.6566523605150216,32.73,0
262,3.9,37,4.35279805352798,1.0316301703163018,2279.0,5.545012165450122,34.26,0
271,2.9479,5,5.564150943396227,1.2660377358490569,1620.0,3.056603773584906,34.55,0
273,3.7708,26,13.603004291845494,2.6695278969957084,1177.0,2.525751072961373,34.23,0
274,3.1786,34,2.8907563025210083,0.907563025210084,315.0,2.647058823529412,34.06,0
275,4.7568,12,6.446215139442231,1.0,1610.0,3.207171314741036,33.92,0
276,3.0208,12,6.1,1.211111111111111,209.0,2.3222222222222224,33.94,0
277,3.3625,19,9.68108108108108,1.983783783783784,327.0,1.7675675675675675,33.28,0
283,1.7237,36,4.510917030567685,1.165938864628821,1112.0,4.85589519650655,34.0,0
285,3.0917,48,4.939102564102564,1.0064102564102564,819.0,2.625,33.97,0
289,3.8398,32,6.23046875,1.109375,1614.0,3.15234375,34.12,0
290,2.712,21,16.688741721854306,3.8543046357615895,416.0,2.7549668874172184,34.17,0
294,2.1792,18,4.559766763848397,0.9912536443148688,1161.0,3.3848396501457727,32.79,0
295,3.7784,25,5.928571428571429,1.0372670807453417,1043.0,3.239130434782609,32.95,0
296,3.4583,34,5.50187265917603,1.0,1031.0,3.861423220973783,32.69,0
297,1.6531,30,3.700356718192628,1.107015457788347,2739.0,3.256837098692033,33.98,0
302,4.3636,15,3.7943548387096775,1.0725806451612905,366.0,1.4758064516129032,33.72,0
303,2.5033,44,4.106194690265487,1.0199115044247788,1853.0,4.099557522123894,34.06,0
304,3.2067,36,5.641369047619048,1.1101190476190477,2258.0,3.3601190476190474,34.0,0
305,2.0625,52,4.323353293413174,1.026946107784431,1154.0,3.455089820359281,34.01,0
308,3.1635,34,5.767650834403081,1.0757381258023109,2335.0,2.9974326059050065,34.52,0
309,1.3444,47,3.793307086614173,1.1043307086614174,1349.0,2.655511811023622,34.03,0
317,4.0375,29,6.447222222222222,1.0194444444444444,1173.0,3.2583333333333333,32.78,0
318,3.3368,11,5.923969072164948,1.0077319587628866,2534.0,3.265463917525773,34.43,0
324,4.875,5,5.7315175097276265,0.8871595330739299,842.0,3.2762645914396886,34.08,0
327,1.4868,36,4.665760869565218,1.1331521739130437,902.0,2.4510869565217392,33.96,0
330,3.1801,29,5.757183908045977,1.0057471264367817,1576.0,2.264367816091954,34.05,0
331,1.5208,10,3.526605504587156,1.0587155963302752,1595.0,2.926605504587156,32.76,0
332,1.2396,28,3.7578125,1.0625,596.0,4.65625,34.01,0
333,2.5964,29,3.8279220779220777,1.0162337662337662,1255.0,4.074675324675325,34.07,0
334,5.4618,13,36.06060606060606,7.106060606060606,309.0,2.340909090909091,34.23,0
335,2.1587,25,3.193548387096774,1.0874363327674024,4015.0,3.4083191850594226,33.95,0
336,2.6333,33,3.743529411764706,1.0847058823529412,794.0,1.868235294117647,32.76,0
342,3.963,28,5.427893738140417,0.976280834914611,2672.0,2.535104364326376,32.8,0
346,4.9,17,6.501706484641638,1.129692832764505,1867.0,3.1860068259385668,34.66,0
348,2.375,20,3.69811320754717,1.0817610062893082,864.0,2.7169811320754715,34.22,0
349,2.3406,33,4.113490364025696,1.0471092077087794,1430.0,3.062098501070664,34.07,0
351,2.7986,14,4.586837294332724,1.117001828153565,1814.0,3.316270566727605,33.75,0
353,3.4421,31,4.725907384230288,1.0200250312891117,1886.0,2.360450563204005,32.79,0
354,1.25,36,4.568047337278107,1.0710059171597632,1938.0,3.822485207100592,33.95,0
355,2.4211,20,3.844544095665172,1.094170403587444,1534.0,2.2929745889387143,33.73,0
357,1.5809,34,3.5180722891566263,1.0602409638554218,625.0,3.765060240963856,33.68,0
358,4.0,26,5.068840579710145,1.0036231884057971,1285.0,4.655797101449275,34.1,0
359,1.6236,17,5.47469220246238,1.2722298221614228,1614.0,2.207934336525308,35.61,0
365,1.9107,36,1.1304347826086956,0.6086956521739131,58.0,2.5217391304347827,32.68,0
374,3.2986,25,5.5608108108108105,1.027027027027027,2266.0,3.827702702702703,32.71,0
375,1.7802,47,3.7285714285714286,0.9785714285714284,1003.0,3.5821428571428573,32.68,0
376,3.1755,15,5.332579185520362,1.0950226244343892,1110.0,2.51131221719457,35.65,0
380,4.1399,18,5.359838274932614,1.0902964959568733,2231.0,3.006738544474393,34.1,0
387,2.2679,39,3.240963855421686,1.0180722891566265,1242.0,3.740963855421687,34.08,0
389,3.1944,40,4.43859649122807,1.043859649122807,397.0,3.482456140350877,34.07,0
393,2.532,39,3.734256926952141,1.022670025188917,2638.0,3.322418136020151,34.04,0
394,5.2736,35,6.009732360097324,1.0121654501216546,1386.0,3.372262773722628,33.93,0
399,5.0285,8,6.66371158392435,1.0768321513002364,5731.0,3.387115839243499,34.67,0
400,2.1211,26,4.508474576271187,1.271186440677966,252.0,4.271186440677966,33.89,0
401,3.4327,35,5.883333333333334,1.038888888888889,1108.0,3.077777777777778,34.69,0
406,2.875,17,5.691082802547771,1.0509554140127388,1341.0,4.270700636942675,32.82,0
408,1.7083,19,4.033678756476684,1.0194300518134716,3157.0,4.089378238341969,33.71,0
411,1.7452,24,3.3381147540983607,1.2028688524590163,1012.0,2.0737704918032787,32.76,0
412,4.2813,17,6.463414634146342,1.008130081300813,1118.0,3.029810298102981,33.13,0
415,1.275,23,4.541114058355437,1.0689655172413792,1370.0,3.6339522546419096,32.79,0
416,3.25,46,5.270949720670391,1.0027932960893855,795.0,2.2206703910614527,32.76,0
417,2.4688,38,4.146825396825397,1.0297619047619049,1871.0,3.712301587301587,33.96,0
419,1.875,33,3.5851063829787235,1.1063829787234043,565.0,3.00531914893617,33.12,0
421,1.625,19,6.854545454545455,1.2545454545454546,198.0,3.6,32.75,0
423,3.1776,16,5.89291101055807,1.0120663650075414,1759.0,2.6530920060331824,33.15,0
425,2.1164,34,3.985882352941176,1.0705882352941176,1467.0,3.451764705882353,32.71,0
426,4.21,11,5.1649122807017545,0.9157894736842104,1012.0,3.550877192982456,33.2,0
428,2.9286,22,2.8142857142857145,0.7714285714285715,331.0,4.728571428571429,33.69,0
429,2.0096,22,4.027027027027027,1.045045045045045,754.0,3.3963963963963963,33.9,0
430,2.0734,21,3.833605220228385,1.0880913539967374,1621.0,2.6443719412724307,32.59,0
431,1.9044,52,4.478947368421053,1.0,731.0,3.847368421052632,34.11,0
432,2.4583,29,3.821428571428572,0.9438775510204082,708.0,3.612244897959184,33.92,0
437,3.7067,45,4.843283582089552,1.0970149253731345,1064.0,3.970149253731343,33.98,0
439,4.1933,6,6.674351585014409,1.085014409221902,1851.0,2.6671469740634004,34.48,0
440,2.4432,31,4.428571428571429,1.0996677740863787,1337.0,2.2209302325581395,34.68,0
445,2.5221,7,5.098591549295775,1.087323943661972,931.0,2.6225352112676057,33.74,0
446,2.1992,26,2.633774160732452,1.020345879959308,5756.0,5.855544252288912,33.74,0
449,3.045,16,2.708803611738149,1.0564334085778782,648.0,1.4627539503386005,32.86,0
450,3.3958,42,4.523809523809524,1.1904761904761905,643.0,2.5515873015873014,34.18,0
453,3.75,16,4.93646408839779,0.9972375690607734,1446.0,3.994475138121547,33.17,0
456,1.1434,43,3.3323353293413174,1.1317365269461075,1305.0,3.907185628742515,33.94,0
458,3.1375,32,4.809379727685325,1.0015128593040847,1878.0,2.841149773071104,34.11,0
461,1.875,39,3.2270531400966185,1.0193236714975846,3050.0,4.911433172302737,34.02,0
462,4.0677,36,5.525925925925926,1.0444444444444445,1041.0,3.855555555555556,33.98,0
463,1.7064,46,3.2180579216354346,1.1090289608177173,1545.0,2.6320272572402046,33.78,0
464,2.0437,31,4.047817047817047,1.0571725571725572,3590.0,3.731808731808732,33.93,0
465,2.0549,13,5.312457454050374,1.085091899251191,3297.0,2.244383934649421,33.93,0
466,2.0488,20,4.216666666666667,1.1208333333333331,837.0,3.4875,32.68,0
468,2.4375,37,3.549504950495049,0.9752475247524752,1667.0,4.126237623762377,34.19,0
469,7.732,18,7.26171875,0.98046875,747.0,2.91796875,34.15,0
473,1.9912,16,5.758842443729904,1.1564844587352625,1573.0,1.6859592711682745,33.72,0
476,4.1181,36,4.8753709198813056,1.0356083086053411,1414.0,4.195845697329377,34.23,0
477,1.4178,42,3.0417582417582416,1.0065934065934066,1825.0,4.010989010989011,34.02,0
479,2.6629,37,5.009615384615385,0.9855769230769232,589.0,2.831730769230769,32.74,0
481,2.2559,24,3.837947332883187,1.0027008777852802,6626.0,4.474004051316678,34.07,0
485,3.1591,35,5.382075471698113,1.0,924.0,4.358490566037736,34.04,0
494,3.1389,23,4.052013422818792,1.0956375838926171,1275.0,2.139261744966443,32.75,0
495,3.1895,45,5.533333333333333,1.1666666666666667,302.0,5.033333333333333,34.04,0
498,3.1513,35,4.756207674943567,1.0835214446952597,2241.0,5.058690744920993,33.93,0
499,2.0286,32,3.684210526315789,1.1169590643274854,1434.0,4.192982456140351,34.29,0
500,1.6635,14,3.740576496674058,1.124168514412417,762.0,1.689578713968958,32.79,0
501,2.7928,48,5.106598984771574,1.0710659898477155,893.0,2.266497461928934,32.77,0
502,4.0362,33,5.100934579439253,1.0261682242990655,2223.0,4.155140186915888,33.78,0
504,2.7069,18,5.065918653576437,1.0336605890603086,1864.0,2.6143057503506317,32.84,0
506,4.875,40,5.181818181818182,1.0101010101010102,399.0,4.03030303030303,33.91,0
507,2.2132,34,4.858044164037855,1.0347003154574133,1037.0,3.271293375394322,34.13,0
509,2.8089,30,4.4,1.0793388429752069,1997.0,3.3008264462809915,32.68,0
518,2.9191,19,4.457386363636363,0.9971590909090908,1035.0,2.940340909090909,33.19,0
519,3.0199,20,5.212922173274596,1.080763582966226,2229.0,3.2731277533039647,34.08,0
520,3.0673,22,4.425742574257426,0.9504950495049505,830.0,4.108910891089109,33.75,0
522,1.8316,40,3.783387622149837,1.0765472312703583,1847.0,3.00814332247557,34.03,0
523,1.7204,5,11.29896907216495,2.8268041237113404,1050.0,2.1649484536082477,33.84,0
524,2.8194,45,4.411522633744856,1.131687242798354,996.0,4.098765432098766,34.09,0
525,4.7857,14,5.971428571428572,1.0653061224489797,881.0,3.595918367346939,34.02,0
526,3.6602,18,5.455840455840455,1.0683760683760684,2767.0,3.9415954415954415,34.08,0
529,2.3365,34,4.46606334841629,1.1221719457013577,902.0,4.081447963800905,33.95,0
532,2.9524,31,3.933793103448276,1.0206896551724138,3100.0,4.275862068965517,34.06,0
533,4.7717,19,6.008498583569405,0.9660056657223796,1236.0,3.501416430594901,32.86,0
534,3.1799,35,5.656565656565657,1.068181818181818,1394.0,3.5202020202020203,34.08,0
540,1.7262,36,4.521604938271605,1.067901234567901,1147.0,3.5401234567901234,33.92,0
543,2.095,52,3.821138211382114,0.934959349593496,434.0,3.5284552845528454,34.06,0
545,3.0824,33,3.7694524495677233,1.080691642651297,2175.0,6.268011527377522,33.73,0
546,3.83,35,5.593283582089552,1.078358208955224,1112.0,4.149253731343284,34.03,0
547,4.0945,13,5.733197556008147,1.089613034623218,1492.0,3.038696537678208,34.53,0
551,2.6944,17,5.147519582245431,1.100522193211488,1995.0,2.60443864229765,32.74,0
555,3.5313,34,5.701886792452831,1.0264150943396226,773.0,2.916981132075472,33.87,0
557,2.5625,16,5.459745762711864,1.103813559322034,956.0,2.0254237288135597,34.14,0
562,3.4609,27,4.805039787798409,1.072944297082228,3712.0,4.923076923076923,34.03,0
566,0.8658,52,3.7265625,0.9609375,943.0,3.68359375,34.12,0
569,2.5,34,3.6064,1.008,2984.0,4.7744,33.74,0
570,1.8672,43,5.050125313283208,1.050125313283208,1543.0,3.8671679197994986,33.96,0
571,2.1875,37,4.932773109243698,1.145658263305322,1309.0,3.6666666666666665,33.92,0
572,2.0542,46,4.422535211267606,1.0663983903420524,2067.0,4.158953722334004,33.99,0
579,3.6583,18,5.329201101928375,1.064738292011019,2500.0,3.443526170798898,33.92,0
580,3.8125,15,5.460365853658536,1.054878048780488,1219.0,3.716463414634146,34.02,0
588,2.9321,14,4.778058007566204,1.021437578814628,2551.0,3.2168978562421184,34.02,0
591,5.0227,9,6.269565217391304,0.9521739130434784,633.0,2.752173913043478,34.05,0
592,2.2156,26,3.773076923076923,1.0384615384615383,1236.0,2.376923076923077,33.94,0
595,5.0912,44,6.457575757575758,1.0909090909090908,1040.0,3.1515151515151514,33.95,0
597,1.4722,27,3.9831460674157295,1.1760299625468165,1970.0,3.689138576779026,34.06,0
598,2.4828,17,5.4466177669111655,1.0562347188264058,2677.0,2.181744091279544,34.1,0
600,2.286,38,3.5962732919254656,0.9596273291925466,1051.0,3.2639751552795038,34.11,0
601,3.8281,3,7.980769230769231,1.3942307692307692,272.0,2.6153846153846154,33.52,0
602,2.875,34,10.046321525885558,2.0599455040871937,941.0,2.564032697547684,34.24,0
604,2.8152,36,3.532286212914485,1.029668411867365,2028.0,3.5392670157068062,33.99,0
607,2.3276,23,5.625444839857651,1.0640569395017794,1984.0,1.7651245551601424,33.7,0
608,3.8056,36,4.651488616462347,1.001751313485114,2370.0,4.15061295971979,33.76,0
609,2.8214,13,5.028616852146264,1.152623211446741,1675.0,2.662957074721781,33.2,0
613,4.4531,5,5.695652173913044,0.984189723320158,3161.0,3.1235177865612647,33.21,0
616,2.6619,25,4.090425531914893,1.1382978723404256,2868.0,3.8138297872340425,34.13,0
617,3.125,42,4.012820512820513,0.9166666666666666,625.0,4.006410256410256,33.98,0
618,3.7538,4,5.251325556733828,1.0604453870625663,2912.0,3.088016967126193,33.54,0
620,4.2708,35,5.3562753036437245,0.951417004048583,807.0,3.2672064777327936,33.94,0
622,3.1505,9,5.62312030075188,1.0545112781954886,3515.0,3.3035714285714284,34.46,0
624,2.4012,5,5.766633565044687,1.1737835153922542,2602.0,2.5839126117179743,34.71,0
626,3.425,28,4.841726618705036,1.0467625899280577,1575.0,5.66546762589928,33.75,0
627,2.1389,39,4.22680412371134,1.090721649484536,1959.0,4.039175257731959,33.96,0
629,4.25,35,5.481037924151696,0.9540918163672656,1779.0,3.5508982035928143,34.1,0
630,2.9167,8,6.50251256281407,1.3668341708542713,457.0,2.2964824120603016,33.61,0
633,3.3322,35,4.330316742081448,0.8778280542986425,804.0,3.638009049773756,34.12,0
635,2.1449,27,3.375698324022346,1.066340782122905,3847.0,2.6864525139664805,34.18,0
636,3.4167,35,8.307692307692308,1.6153846153846154,158.0,4.051282051282051,33.8,0
637,3.3583,19,5.10377358490566,0.981132075471698,457.0,4.311320754716981,32.87,0
638,2.25,15,6.11214953271028,1.2554517133956389,730.0,2.2741433021806854,35.68,0
639,2.6458,23,4.382352941176471,0.9411764705882352,101.0,2.9705882352941178,32.83,0
642,2.5363,44,4.408376963350785,1.0104712041884816,1423.0,2.4834205933682374,33.97,0
643,2.7644,15,5.242718446601942,1.0984743411927878,1632.0,2.263522884882108,33.18,0
644,2.4524,41,5.340116279069767,1.188953488372093,1430.0,4.156976744186046,34.13,0
645,4.3456,18,4.997311827956989,1.0080645161290325,913.0,2.454301075268817,34.58,0
646,2.981,20,5.248502994011976,1.035928143712575,1977.0,2.9595808383233533,32.71,0
650,4.419,7,5.496458087367178,1.0053128689492326,7302.0,4.310507674144038,32.7,0
653,2.7216,32,5.366594360086768,1.0824295010845988,1224.0,2.6550976138828637,33.12,0
654,2.9432,52,4.949458483754513,1.1371841155234657,986.0,3.55956678700361,33.98,0
660,1.8438,29,3.2056962025316458,1.240506329113924,1083.0,3.4272151898734178,33.78,0
661,3.0,16,5.1470160116448325,1.1135371179039302,2007.0,2.921397379912664,33.38,0
666,2.3472,52,3.812807881773399,1.0295566502463054,813.0,4.004926108374384,34.03,0
668,1.2841,43,4.644230769230769,1.2259615384615383,857.0,4.120192307692308,32.71,0
670,3.6125,33,5.196808510638298,1.0372340425531914,1600.0,4.25531914893617,33.95,0
672,2.8462,35,3.454761904761905,1.0357142857142858,1888.0,4.495238095238095,33.94,0
673,3.7014,32,4.957746478873239,1.0809859154929575,1331.0,4.686619718309859,33.82,0
677,2.1757,42,4.181052631578948,0.9936842105263158,1472.0,3.0989473684210527,32.74,0
679,2.375,33,4.378612716763006,1.199421965317919,1345.0,3.88728323699422,34.09,0
680,5.2692,4,5.756238003838772,1.0479846449136276,3182.0,3.053742802303263,34.02,0
683,3.6711,35,4.825882352941177,1.0047058823529411,1466.0,3.449411764705882,34.02,0
684,4.1635,42,3.7222222222222223,0.9869281045751634,1283.0,4.19281045751634,33.95,0
687,3.7143,47,4.831325301204819,0.944578313253012,1134.0,2.732530120481928,33.96,0
688,2.1765,10,4.312020460358056,1.0588235294117647,1000.0,2.557544757033248,32.61,0
692,2.0817,35,4.481481481481482,1.0722222222222222,2010.0,3.7222222222222223,33.9,0
695,4.8295,44,6.0583941605839415,1.0462287104622872,1305.0,3.1751824817518246,33.95,0
697,2.875,40,4.468822170900693,1.0646651270207852,1616.0,3.7321016166281753,33.92,0
699,2.1734,34,4.622377622377623,1.020979020979021,742.0,5.188811188811189,33.91,0
700,3.0958,25,4.310618066561014,1.0776545166402536,1559.0,2.470681458003169,33.74,0
701,1.8224,44,3.7506702412868633,1.03485254691689,1419.0,3.804289544235925,34.04,0
704,1.625,18,6.028268551236749,1.4028268551236749,3424.0,12.098939929328624,33.54,0
