,x1,x2,x3,x4,x5,x7,x8,x9,x10,class
154,1.68598,-14.2712,0,-7.13561,0.677535,0,0,236.933,1024.0,0
155,-3.4488,-12.1053,2,-6.05264,0.1241,0,1,370.188,1091.0,1
157,2.41015,-13.6603,1,-6.83014,-0.458719,1,1,402.727,1035.0,1
159,3.9318,-13.9168,1,-6.95841,-0.263046,1,1,339.381,1144.0,1
160,0.310335,-10.1933,0,-5.09665,0.624358,0,0,235.645,1188.0,0
165,2.20437,-11.7703,0,-5.88517,0.854672,0,0,117.023,1103.0,0
167,1.98417,-14.3303,1,-7.16513,-0.934301,1,1,328.522,1002.0,1
171,-3.96634,-10.1354,0,-5.06771,-0.509444,0,1,130.46,1192.0,1
172,2.501,-12.5776,1,-6.28881,-0.214182,1,1,253.451,1097.0,1
173,3.16238,-10.5445,1,-5.27223,-0.352943,0,1,158.282,1008.0,0
174,4.05733,-13.17,1,-6.58498,-0.502648,1,1,386.851,1073.0,0
175,0.064474,-11.3764,0,-5.6882,0.430242,1,1,302.949,1196.0,1
177,-1.49928,-11.1694,2,-5.58469,-0.284564,0,1,497.653,1083.0,1
179,0.038445,-13.3524,0,-6.67619,-0.23248,0,1,195.464,1051.0,1
181,-2.93106,-14.0017,0,-7.00085,0.076253,0,1,188.975,1181.0,1
183,-3.11151,-10.0378,2,-5.0189,0.879542,0,0,179.009,1079.0,0
185,2.70914,-13.4769,0,-6.73845,0.707263,0,0,113.464,1177.0,0
188,4.91345,-13.6711,0,-6.83555,-0.406042,0,1,188.835,1081.0,1
191,-0.691403,-13.5979,0,-6.79897,0.605169,1,0,230.477,1098.0,0
192,-3.33027,-13.5232,2,-6.76159,0.628894,0,0,483.498,1113.0,0
193,3.73964,-10.3687,0,-5.18434,-0.562036,0,1,131.123,1041.0,0
197,1.02451,-14.9827,0,-7.49137,-0.486661,0,1,238.014,1114.0,1
198,-1.40042,-14.9818,0,-7.49089,0.341379,0,1,166.713,1110.0,1
202,-2.64172,-10.6866,0,-5.34331,0.268798,1,1,116.947,1172.0,1
203,1.25438,-12.2649,0,-6.13244,-0.682628,0,1,461.961,1169.0,1
204,-4.78857,-11.1302,2,-5.56509,0.352543,1,1,438.325,1151.0,1
205,3.03951,-14.6691,2,-7.33453,0.615072,0,0,357.785,1181.0,0
210,3.7578,-10.8741,0,-5.43707,-0.918674,0,1,329.166,1155.0,1
211,1.20442,-12.4531,0,-6.22656,0.873889,0,0,143.33,1182.0,0
212,-2.73103,-14.164,0,-7.082,-0.982132,1,1,126.168,1197.0,1
216,-1.39036,-10.8987,0,-5.44935,0.278876,0,1,349.138,1122.0,1
218,4.77306,-11.9049,2,-5.95246,-0.828747,0,1,159.216,1167.0,1
220,1.48902,-10.5591,0,-5.27956,0.457692,1,1,202.301,1200.0,1
221,-4.20662,-12.5209,0,-6.26044,0.0703,1,1,322.895,1049.0,1
225,0.775583,-12.4228,2,-6.21141,0.864948,0,0,100.819,1005.0,0
227,4.81209,-12.5214,0,-6.2607,0.533227,1,0,115.492,1089.0,0
228,-4.3404,-13.7249,0,-6.86245,-0.607654,1,1,481.584,1129.0,1
229,3.05749,-12.1186,0,-6.05929,0.321341,1,1,196.798,1049.0,1
231,0.556025,-13.5861,2,-6.79304,0.556418,0,0,324.123,1021.0,0
232,-2.41187,-14.4528,2,-7.22638,-0.853038,1,1,357.922,1197.0,1
233,0.161874,-13.9166,0,-6.95832,-0.579974,0,1,256.808,1168.0,1
234,-1.81408,-13.9766,0,-6.98832,0.840134,1,0,374.742,1075.0,0
235,-3.14407,-13.7383,2,-6.86915,-0.670758,0,1,129.112,1171.0,1
238,-2.00507,-12.1519,0,-6.07594,-0.038244,0,1,158.869,1080.0,1
239,-4.05308,-13.151,0,-6.57548,0.662405,0,0,295.347,1102.0,0
243,-1.53164,-12.6332,2,-6.31662,0.414782,1,1,230.069,1146.0,1
245,-2.70247,-14.9063,2,-7.45313,-0.59748,0,1,468.922,1144.0,1
253,-4.98816,-11.7454,0,-5.87271,-0.301115,0,1,423.788,1185.0,1
255,-2.29535,-13.1968,0,-6.5984,0.691023,0,0,178.57,1175.0,0
256,0.161052,-13.0581,0,-6.52903,-0.039336,0,1,343.246,1066.0,1
257,3.95786,-14.529,1,-7.26448,-0.474847,0,1,482.4,1004.0,1
258,-4.07485,-13.4395,0,-6.71977,0.100214,0,1,379.935,1022.0,1
260,1.18282,-11.247,2,-5.62349,0.9381,1,0,282.255,1127.0,0
261,-3.98223,-12.3114,0,-6.15569,-0.589792,0,1,402.518,1192.0,1
262,-2.97269,-10.9796,0,-5.48981,0.370942,0,1,280.289,1103.0,1
265,3.67115,-12.8092,0,-6.40459,0.345545,1,1,313.346,1043.0,1
267,1.43294,-12.1741,0,-6.08704,-0.106503,0,1,274.159,1116.0,1
269,-3.89519,-12.7315,0,-6.36574,0.971506,0,0,417.609,1137.0,0
271,-1.82154,-13.2947,0,-6.64737,0.06862,0,1,295.184,1085.0,1
272,-0.914852,-13.151,0,-6.57552,-0.55871,0,1,152.805,1018.0,1
273,-4.15558,-13.2581,2,-6.62904,-0.687319,1,1,243.561,1164.0,1
274,1.68814,-13.8396,2,-6.9198,0.652276,0,0,156.636,1084.0,0
278,0.293714,-14.7486,2,-7.37431,-0.689094,1,1,431.354,1184.0,1
282,1.92759,-10.079,0,-5.03949,-0.656608,0,1,244.127,1059.0,1
285,-0.402603,-14.995,0,-7.49752,-0.648829,1,1,360.226,1148.0,1
286,1.24677,-11.0154,0,-5.50768,-0.915705,1,1,128.416,1019.0,1
287,4.08487,-10.0739,1,-5.03696,0.963201,1,0,141.501,1069.0,0
288,-0.719636,-14.3596,2,-7.17979,0.918414,0,0,469.828,1017.0,0
292,-4.02457,-10.8158,2,-5.40792,0.824324,1,0,137.837,1115.0,0
293,4.09564,-14.9611,0,-7.48055,0.095667,1,1,471.012,1017.0,1
294,4.53447,-10.6446,0,-5.32228,-0.389962,1,1,174.444,1193.0,1
295,-4.15267,-14.1768,0,-7.08841,-0.92231,0,1,491.168,1053.0,1
297,-3.89653,-12.6218,0,-6.31088,0.322464,0,1,373.197,1097.0,1
300,0.694316,-14.6145,1,-7.30725,-0.198056,1,1,193.133,1196.0,1
301,4.99398,-12.9625,2,-6.48125,0.871622,0,0,496.188,1125.0,0
303,3.1849,-13.978,1,-6.98901,0.248064,1,1,331.778,1072.0,1
305,1.43888,-13.4431,2,-6.72155,-0.737782,1,1,381.33,1005.0,1
307,-1.93701,-12.1822,0,-6.09109,0.990394,0,0,272.67,1115.0,0
308,1.1662,-13.5458,2,-6.77289,0.56792,0,0,374.022,1099.0,0
309,3.34858,-14.8975,2,-7.44875,-0.810764,1,1,281.033,1138.0,0
311,3.05563,-12.7351,0,-6.36755,0.700714,0,0,128.709,1194.0,0
323,1.84133,-13.1186,1,-6.55932,0.749013,0,0,398.759,1001.0,0
326,3.39892,-12.4363,1,-6.21816,-0.245066,1,1,204.834,1150.0,1
328,-4.79085,-12.7926,2,-6.39632,0.368985,0,1,242.772,1168.0,1
330,-0.063816,-14.0763,2,-7.03816,0.952619,0,0,325.352,1080.0,0
331,0.403001,-13.8273,1,-6.91365,-0.050899,0,1,361.517,1120.0,1
332,4.81681,-14.9956,0,-7.49781,0.913997,0,0,160.204,1098.0,0
333,-0.986975,-14.0173,0,-7.00864,-0.791665,0,1,263.05,1029.0,1
334,0.950337,-14.9607,0,-7.48034,0.107684,1,1,464.84,1110.0,1
335,3.97249,-10.44,1,-5.22,0.936671,0,0,242.369,1075.0,0
338,-2.5281,-10.1306,0,-5.06532,0.024399,1,1,356.315,1081.0,1
344,-3.70264,-12.5736,0,-6.28679,0.855571,1,0,388.87,1153.0,0
345,3.65665,-12.7503,1,-6.37517,0.315545,0,1,408.724,1075.0,1
347,0.615265,-13.2944,0,-6.64718,-0.6414,1,1,179.596,1190.0,1
350,2.73733,-14.998,0,-7.49899,0.131456,1,1,190.445,1056.0,1
355,2.39201,-12.5093,1,-6.25467,-0.915273,0,1,131.304,1179.0,1
356,0.783698,-10.7725,0,-5.38625,-0.625083,0,1,362.286,1010.0,1
357,-1.74924,-13.6753,0,-6.83766,-0.182406,0,1,285.627,1102.0,1
360,2.56672,-11.8117,0,-5.90584,0.310278,0,1,300.256,1050.0,0
362,1.7147,-11.0406,2,-5.52029,0.715955,1,0,345.306,1091.0,0
363,3.78945,-13.0806,0,-6.54032,-0.634577,0,1,107.956,1166.0,0
364,-2.41335,-10.1307,0,-5.06537,-0.729068,0,1,185.937,1139.0,1
365,-2.41989,-12.3813,0,-6.19065,-0.437167,0,1,418.916,1007.0,1
371,-3.06017,-13.9652,0,-6.98261,-0.823231,1,1,357.245,1139.0,1
375,4.04322,-13.9207,0,-6.96033,0.054815,0,1,419.332,1041.0,1
376,0.984019,-11.043,2,-5.52151,0.742414,0,0,481.394,1137.0,0
377,-0.887985,-13.9233,0,-6.96166,0.29403,0,1,469.498,1150.0,1
381,-4.59214,-12.2138,0,-6.10688,0.65406,0,0,207.58,1128.0,0
382,2.60515,-12.5287,1,-6.26437,-0.629801,1,1,263.811,1069.0,1
383,-0.090732,-10.7182,0,-5.35909,0.859938,1,0,462.062,1056.0,0
384,1.55331,-11.8888,0,-5.9444,-0.323597,0,1,459.096,1115.0,1
386,-0.340963,-13.8876,0,-6.94382,0.059291,1,1,376.527,1097.0,1
387,-2.99665,-13.4999,0,-6.74993,0.675755,0,0,410.182,1042.0,0
393,1.31299,-14.1752,1,-7.08762,-0.668881,0,1,361.136,1023.0,1
394,2.82689,-13.2886,0,-6.64428,0.120959,0,1,320.614,1141.0,1
397,-1.05054,-13.7582,0,-6.87912,0.096545,0,1,370.708,1015.0,1
402,3.18101,-12.4303,0,-6.21517,-0.646074,1,1,385.641,1046.0,1
405,3.79984,-10.4488,0,-5.22441,-0.688192,0,1,463.06,1137.0,1
406,-2.60899,-12.6302,0,-6.3151,0.826284,0,0,142.147,1012.0,0
408,1.02877,-14.6677,1,-7.33385,-0.109868,1,1,213.38,1047.0,1
411,0.583206,-13.3815,1,-6.69077,0.56479,0,0,351.55,1063.0,0
413,0.76787,-11.6329,0,-5.81647,-0.989828,1,1,469.838,1110.0,1
415,2.28504,-11.6513,1,-5.82564,0.333606,0,1,380.732,1117.0,1
416,-0.067857,-14.5788,0,-7.28942,-0.851083,0,1,466.379,1121.0,1
417,-1.38351,-13.9498,0,-6.9749,-0.911827,0,1,378.52,1145.0,1
418,-1.59004,-13.9506,0,-6.97529,-0.453515,0,1,133.192,1144.0,1
426,-3.93958,-11.5274,0,-5.7637,-0.358405,0,1,322.372,1071.0,1
428,-0.214156,-12.8001,2,-6.40003,0.100854,0,1,497.142,1073.0,1
431,2.75601,-14.7428,0,-7.37142,-0.81585,1,1,414.272,1012.0,1
432,-2.4125,-14.4327,2,-7.21634,-0.922797,0,1,112.125,1199.0,1
437,2.06434,-11.0762,1,-5.53809,-0.500315,0,1,154.299,1108.0,0
441,-0.650047,-10.7914,0,-5.39571,-0.061425,0,1,420.095,1195.0,1
442,-0.593381,-12.8333,0,-6.41666,-0.237846,1,1,135.111,1102.0,1
443,-3.10407,-11.7267,0,-5.86335,0.214489,0,1,468.701,1121.0,1
445,2.72811,-11.6903,1,-5.84517,-0.809565,1,1,367.495,1061.0,1
446,0.94914,-10.9536,2,-5.47681,-0.150963,1,1,235.513,1003.0,1
447,-3.35258,-11.6254,0,-5.81269,0.741784,1,0,379.686,1085.0,0
448,4.75077,-11.9217,1,-5.96083,-0.363291,1,1,312.083,1173.0,1
449,4.2282,-12.5443,0,-6.27215,-0.546372,0,1,493.059,1164.0,1
452,-1.33868,-14.4055,2,-7.20275,-0.699987,1,1,304.197,1022.0,1
453,1.43166,-10.1574,0,-5.07868,0.64071,0,0,121.362,1120.0,0
454,4.48462,-11.9037,0,-5.95186,0.445259,1,1,418.877,1182.0,1
458,4.68632,-14.3862,1,-7.19312,-0.254841,0,1,250.496,1127.0,1
460,1.45911,-10.116,1,-5.05802,0.794007,0,0,427.072,1082.0,0
463,2.28821,-10.7747,1,-5.38733,-0.999734,1,1,150.351,1052.0,1
466,-0.318688,-12.5003,0,-6.25016,-0.188755,0,1,180.159,1182.0,1
469,1.77554,-14.4184,1,-7.20921,0.187022,0,1,108.377,1127.0,1
471,0.203742,-11.898,0,-5.94899,0.622884,0,0,109.564,1195.0,0
472,0.453867,-14.2516,0,-7.1258,-0.379459,1,1,285.641,1196.0,1
473,-1.28984,-10.3169,0,-5.15847,0.015534,0,1,155.407,1174.0,1
475,-1.29257,-12.0389,2,-6.01944,0.915118,0,0,269.609,1104.0,0
477,4.16575,-12.6371,0,-6.31854,-0.217855,0,1,253.622,1065.0,1
481,3.38556,-13.3698,0,-6.68491,0.689947,0,0,268.564,1067.0,0
482,-4.44283,-10.7946,0,-5.39728,-0.4937,0,1,434.908,1001.0,1
486,-2.07718,-12.149,0,-6.07451,0.131131,1,1,472.865,1182.0,1
488,2.49262,-11.1878,0,-5.59391,0.156043,1,1,195.043,1100.0,1
489,-2.23905,-10.9181,2,-5.45905,0.846923,1,0,104.325,1186.0,0
490,4.91371,-12.1246,0,-6.06229,-0.035436,0,1,256.115,1000.0,1
491,-2.47775,-13.2904,2,-6.6452,-0.483154,0,1,277.242,1109.0,1
492,-0.312433,-14.1602,0,-7.08009,0.015164,0,1,321.63,1109.0,1
493,-4.34705,-11.675,0,-5.83752,0.245899,0,1,328.258,1024.0,1
494,3.72829,-12.8689,0,-6.43444,-0.491851,0,1,249.89,1002.0,1
495,2.58242,-11.4803,0,-5.74014,-0.277508,1,1,314.816,1086.0,1
496,3.94493,-13.5696,1,-6.78479,-0.190246,0,1,149.905,1076.0,1
499,-0.719544,-13.9552,0,-6.97761,0.333331,0,1,255.034,1161.0,1
501,1.68727,-11.9026,0,-5.95128,-0.215233,0,1,407.504,1121.0,1
506,-1.17369,-13.5912,0,-6.79559,-0.247727,0,1,440.757,1024.0,1
507,4.79359,-13.2333,0,-6.61664,-0.509064,0,1,362.816,1112.0,1
508,4.99025,-13.0629,0,-6.53144,0.154961,1,1,280.553,1094.0,1
510,2.87951,-10.8102,0,-5.40509,-0.981956,0,1,392.713,1040.0,1
511,0.406828,-10.6376,2,-5.31879,0.925668,0,0,223.775,1018.0,0
512,4.25147,-11.4335,0,-5.71673,0.019803,1,1,197.662,1088.0,0
513,1.05087,-13.8633,0,-6.93163,0.213875,1,1,234.943,1178.0,1
514,0.612764,-13.5651,1,-6.78257,-0.663188,0,1,155.811,1062.0,1
515,0.905997,-12.488,0,-6.24401,0.39595,0,1,456.605,1178.0,1
519,3.48722,-10.5458,1,-5.27292,-0.068607,0,1,237.091,1199.0,1
524,2.40327,-14.7417,1,-7.37087,-0.791014,1,1,482.828,1196.0,1
526,3.19869,-11.1299,0,-5.56494,-0.129678,1,1,113.388,1097.0,1
530,-0.463272,-11.4017,0,-5.70087,0.030668,0,1,183.207,1025.0,1
536,-3.95726,-12.6547,0,-6.32736,-0.388356,0,1,112.327,1118.0,1
537,2.40243,-13.6864,0,-6.84319,0.005855,0,1,443.625,1072.0,1
538,2.57801,-14.7263,1,-7.36316,0.892401,0,0,252.07,1139.0,0
541,-4.40755,-10.5365,2,-5.26823,-0.67938,0,1,116.383,1166.0,1
544,3.24486,-13.7623,2,-6.88117,0.449205,0,1,406.424,1077.0,1
547,-2.11017,-14.619,0,-7.30948,-0.127217,0,1,445.03,1174.0,1
549,2.01453,-13.9482,0,-6.9741,0.251797,1,1,196.114,1060.0,1
550,-2.62059,-13.9015,2,-6.95077,-0.159256,0,1,118.398,1141.0,1
551,-3.58251,-14.7567,0,-7.37836,0.004531,1,1,239.812,1099.0,1
552,3.198,-12.6862,1,-6.34309,-0.624192,0,1,142.577,1170.0,0
554,4.0512,-10.0384,2,-5.0192,0.927315,0,0,408.248,1110.0,0
556,3.55746,-10.1658,0,-5.08291,0.639816,0,0,364.23,1029.0,0
560,-1.36645,-12.2723,0,-6.13617,-0.987977,0,1,246.253,1178.0,1
562,4.14,-10.3232,0,-5.1616,-0.725007,0,1,440.173,1195.0,1
563,3.76091,-10.4868,2,-5.24338,0.077368,1,1,497.89,1001.0,1
565,3.36139,-12.2169,2,-6.10843,-0.734324,0,1,118.839,1188.0,1
567,4.63309,-14.0816,0,-7.0408,-0.748373,0,1,453.275,1059.0,0
571,2.82152,-13.3337,0,-6.66683,-0.653077,0,1,376.41,1056.0,1
572,3.57564,-13.2029,1,-6.60143,-0.632433,0,1,348.057,1190.0,1
574,-3.60638,-10.8303,0,-5.41516,0.837504,0,0,275.533,1049.0,0
578,-1.06733,-10.5805,2,-5.29025,0.093342,1,1,273.076,1071.0,1
584,-0.754414,-12.4941,0,-6.24706,0.18849,1,1,480.545,1062.0,1
588,-3.84349,-14.8568,2,-7.4284,0.975327,0,0,462.081,1069.0,0
589,1.70446,-13.5774,1,-6.78872,-0.48193,0,1,383.241,1109.0,1
591,0.104507,-13.1378,1,-6.56892,0.065932,0,1,322.105,1179.0,1
592,-1.34262,-12.0015,0,-6.00076,-0.244185,1,1,132.476,1108.0,1
595,-4.84226,-13.3884,0,-6.69421,0.773448,0,0,370.347,1020.0,0
596,0.832071,-11.991,1,-5.9955,-0.757332,0,1,425.363,1051.0,1
597,-3.54851,-14.5178,0,-7.25891,-0.429673,0,1,109.248,1172.0,1
598,-2.85156,-14.6108,2,-7.30542,-0.689837,1,1,114.375,1134.0,1
599,-4.31546,-13.0831,0,-2.15773,-0.656769,0,1,403.644,1039.0,1
600,-1.74833,-10.9148,0,-5.45741,-0.423395,0,1,245.603,1084.0,1
603,-4.76821,-13.222,0,-6.61099,0.587782,0,0,147.515,1085.0,0
606,-2.6352,-13.9091,0,-6.95453,-0.182056,1,1,311.76,1121.0,1
610,-3.81389,-14.7106,0,-7.35529,-0.103519,0,1,254.123,1054.0,1
612,-1.19527,-10.8846,0,-5.44228,-0.047472,0,1,182.716,1156.0,1
613,-0.835281,-10.2213,0,-5.11066,-0.862855,1,1,247.397,1120.0,1
616,-2.98564,-13.7162,0,-6.8581,0.426779,0,1,369.443,1162.0,1
618,-3.19078,-10.0578,0,-5.0289,-0.850737,0,1,284.571,1086.0,1
621,0.283626,-12.6897,2,-6.34486,0.7706,0,0,235.527,1126.0,0
625,-0.51323,-14.0645,0,-7.03227,0.298302,1,1,205.302,1009.0,1
626,-4.104,-12.5547,2,-6.27734,0.895896,1,0,310.976,1145.0,0
629,-1.33809,-12.1917,2,-6.09584,0.069595,1,1,470.185,1141.0,1
630,1.99637,-13.4807,0,-6.74034,0.672662,0,0,159.69,1129.0,0
631,2.45153,-10.0788,0,-5.03941,-0.385371,0,1,399.782,1092.0,1
632,-1.30022,-14.5222,0,-7.26109,-0.766567,0,1,296.645,1144.0,1
633,4.10898,-10.4676,0,-5.23382,-0.476616,0,1,158.065,1071.0,1
636,-2.52336,-11.0204,0,-5.51022,0.928536,0,0,113.594,1077.0,0
638,-4.41294,-12.7826,0,-6.39128,0.507564,0,0,318.916,1026.0,0
641,-4.25609,-12.0432,0,-6.02158,-0.694818,1,1,350.493,1147.0,1
647,-4.91521,-10.6247,0,-5.31233,0.433992,0,1,296.732,1030.0,1
648,4.60853,-11.3603,0,-5.68013,0.076716,0,1,449.908,1150.0,1
650,4.41796,-11.7787,2,-5.88934,-0.273219,0,1,393.773,1175.0,1
652,-4.7606,-11.5778,0,-5.78891,-0.624659,0,1,326.423,1096.0,1
653,2.26512,-14.2352,2,-7.11759,-0.946663,1,1,321.018,1163.0,1
655,0.631207,-12.519,0,-6.25952,-0.87984,0,1,273.642,1123.0,1
659,-0.830587,-11.1525,2,-5.57623,0.89268,0,0,212.607,1018.0,0
663,4.49838,-11.5368,0,-5.76838,-0.827233,1,1,125.853,1100.0,1
664,-0.671075,-10.4855,2,-5.24277,-0.704814,1,1,313.763,1176.0,1
670,2.07437,-12.478,0,-6.23898,-0.199512,0,1,475.186,1106.0,1
674,1.07173,-13.1598,2,-6.57992,0.778645,0,0,418.926,1124.0,0
675,-2.55217,-11.4982,0,-5.74909,0.605499,1,0,355.144,1058.0,0
677,-1.55874,-12.7338,0,-6.3669,0.143915,0,1,374.08,1002.0,1
678,3.48329,-11.3781,0,-5.68905,-0.380166,1,1,396.698,1192.0,1
682,-3.30965,-12.9542,2,-6.47709,0.728586,1,0,250.926,1060.0,0
683,2.06654,-14.5431,0,-7.27156,0.112829,1,1,197.489,1084.0,1
684,-0.919755,-14.1999,2,-7.09995,0.85878,0,0,189.935,1112.0,0
685,4.80595,-12.181,0,-6.0905,0.161401,0,1,120.568,1105.0,1
689,-2.31513,-11.6738,0,-5.83691,-0.657863,0,1,195.204,1165.0,1
692,-0.696594,-13.1083,2,-6.55415,0.554418,1,0,205.582,1181.0,0
699,-2.49063,-10.2732,2,-5.13662,-0.057713,0,1,163.742,1109.0,1
700,4.68863,-13.1993,0,-6.59963,-0.39072,1,1,345.96,1038.0,1
701,3.52178,-10.7741,0,-5.38707,-0.279218,0,1,400.811,1167.0,0
704,-2.21708,-13.6467,2,-6.82334,-0.649307,0,1,150.881,1048.0,1
705,-3.06218,-13.4126,2,-6.70629,-0.489853,0,1,233.255,1110.0,1
707,3.29527,-12.3826,0,-6.19131,0.401581,1,1,248.032,1078.0,1
709,-0.664749,-13.5434,0,-6.77168,-0.281492,0,1,266.339,1164.0,1
711,-2.90231,-13.9097,2,-6.95484,0.300051,1,1,449.031,1012.0,1
712,3.561,-14.9271,0,-7.46355,-0.953173,0,1,308.992,1128.0,1
713,1.54366,-10.5243,2,-5.26217,0.279608,1,1,392.156,1066.0,1
714,-0.461244,-11.3941,2,-5.69707,-0.105767,1,1,193.725,1149.0,1
715,-0.752839,-14.5312,0,-7.2656,-0.227781,0,1,282.157,1136.0,1
716,-1.25038,-11.0179,2,-5.50893,0.030792,0,1,368.927,1119.0,1
717,-2.30176,-14.5739,2,-7.28696,-0.985734,1,1,166.276,1052.0,1
719,-4.16246,-13.3914,2,-6.69569,-0.827381,0,1,244.488,1027.0,1
721,0.896657,-13.0068,0,-6.5034,-0.740676,0,1,301.647,1063.0,1
722,-0.391497,-13.5922,0,-6.79608,-0.683633,0,1,370.495,1087.0,1
