,x1,x2,x3,x4,x5,x7,x8,x9,x10,class
208,3.28102,-12.4862,0,-6.2431,0.182828,0,1,231.233,1197.0,0
209,-3.21398,-13.0475,0,-6.52375,0.63386,0,0,416.172,1015.0,0
213,3.99495,-14.9245,0,1.99747,0.372635,1,1,143.046,1113.0,0
214,-3.77478,-11.0887,0,-5.54437,0.297524,0,1,353.756,1101.0,0
215,-3.96747,-10.6342,2,-1.98374,0.079091,0,1,202.905,1078.0,1
217,-3.28622,-11.5639,0,-5.78194,0.952542,0,0,233.079,1089.0,0
219,4.29954,-12.751,2,2.14977,0.060328,0,1,302.694,1144.0,0
222,2.99108,-13.823,0,1.49554,0.754508,1,0,237.78,1182.0,0
223,-3.68319,-13.9279,0,-1.8416,-0.892438,1,1,214.05,1189.0,0
224,-3.91955,-12.1769,0,-1.95978,0.545315,0,0,229.44,1045.0,0
226,-2.7022,-11.3603,0,-5.68016,0.777018,0,0,400.86,1129.0,0
230,2.16961,-14.7787,0,-7.38933,-0.697342,1,1,444.952,1154.0,0
236,4.50666,-12.5552,1,-6.27762,-0.441585,1,1,183.762,1046.0,0
237,-1.91536,-14.3358,0,-0.957682,0.058583,1,1,401.566,1064.0,0
240,-1.09534,-11.345,0,-0.547669,0.917663,0,0,456.34,1182.0,0
241,1.03075,-12.2767,1,0.515375,0.735223,0,0,144.235,1010.0,0
242,-3.61747,-10.6194,0,-5.30972,-0.408658,0,1,422.034,1059.0,0
244,-0.683494,-12.2542,0,-6.12708,-0.236168,0,1,323.401,1161.0,0
246,-3.81921,-10.2375,2,-1.90961,0.551811,0,0,281.263,1023.0,0
247,4.03872,-12.6954,0,2.01936,0.376287,0,1,475.484,1095.0,0
248,-2.01725,-12.2391,0,-6.11957,-0.648348,1,1,469.146,1194.0,0
249,4.57035,-11.9981,0,-5.99903,-0.302164,0,1,203.179,1156.0,0
250,3.36003,-12.7702,1,1.68001,-0.570112,0,1,195.052,1098.0,0
251,-2.80518,-14.5144,0,-1.40259,-0.58023,0,1,104.74,1104.0,1
252,-1.00006,-14.7849,0,-0.50003,0.36641,1,1,454.525,1031.0,0
254,0.55761,-11.0594,0,0.278805,-0.868112,0,1,403.595,1001.0,0
259,-2.28098,-10.8864,2,-1.14049,-0.51762,0,1,235.69,1031.0,0
263,2.54708,-12.1004,0,1.27354,0.480559,1,1,162.663,1172.0,0
264,-3.23343,-14.1017,2,-1.61671,0.268744,1,1,478.547,1142.0,0
266,1.8665,-11.9431,0,0.933252,-0.109489,0,1,393.856,1105.0,0
268,0.83341,-10.821,0,-5.41051,0.302413,0,1,223.703,1180.0,0
270,-4.44108,-14.2097,0,-7.10484,-0.911284,1,1,163.608,1055.0,0
275,-3.57783,-13.0495,2,-1.78891,-0.429935,0,1,473.039,1198.0,0
276,-2.83879,-10.1955,0,-1.4194,0.057752,0,1,442.131,1026.0,1
277,1.51463,-14.4029,2,-7.20143,-0.317653,0,1,293.516,1074.0,0
279,-2.93823,-10.7515,2,-1.46911,-0.192283,0,1,141.356,1143.0,0
280,2.94519,-13.3586,2,1.4726,-0.26157,0,1,237.674,1198.0,0
281,2.7738,-11.3513,0,1.3869,0.69113,0,0,415.505,1197.0,0
283,-2.92757,-12.412,2,-6.20598,0.221586,0,1,359.207,1015.0,1
284,-2.19206,-12.3304,0,-6.1652,0.904834,0,0,451.521,1073.0,0
289,-2.66301,-13.5846,2,-1.3315,0.841693,1,0,103.081,1010.0,0
290,-0.414157,-14.2963,0,-7.14817,0.853968,0,0,285.614,1126.0,0
291,-1.52099,-12.7588,0,-6.37939,-0.956868,0,1,460.076,1086.0,0
296,1.25746,-10.7105,1,-5.35523,0.453507,1,1,156.386,1076.0,0
298,-4.6619,-14.7346,0,-2.33095,0.394333,0,1,106.381,1060.0,1
299,1.23074,-14.612,0,0.61537,-0.710825,0,1,249.691,1145.0,0
302,-3.92112,-12.1595,0,-6.07975,-0.442728,0,1,285.094,1074.0,0
304,3.21026,-14.8242,1,1.60513,0.905476,0,0,226.046,1096.0,0
306,-3.82659,-12.821,0,-6.41052,0.80817,0,0,410.073,1002.0,0
310,-1.78714,-11.0028,0,-5.5014,-0.460205,1,1,231.052,1097.0,0
312,-2.66717,-13.1562,0,-1.33359,-0.729689,0,1,428.116,1110.0,0
313,4.72163,-14.3958,2,2.36081,-0.946434,1,1,398.751,1084.0,0
314,-3.16178,-13.0944,2,-6.54721,0.295912,0,1,136.844,1121.0,0
315,-3.61716,-10.2175,0,-5.10873,0.722176,0,0,292.674,1187.0,0
316,-0.472988,-12.7386,2,-6.36928,-0.382878,0,1,251.062,1200.0,0
317,-1.36118,-13.2126,0,-0.680589,-0.302986,0,1,175.307,1057.0,0
318,2.41901,-11.836,1,-5.91799,-0.12716,1,1,411.84,1200.0,0
319,1.56256,-11.186,2,-5.59302,0.308804,1,1,339.432,1046.0,0
320,-3.66653,-13.6861,0,-6.84305,-0.921219,0,1,329.393,1136.0,0
321,-0.206176,-11.0263,0,-5.51316,0.956318,0,0,105.719,1150.0,0
322,-3.61193,-11.366,0,-1.80597,-0.185788,0,1,226.841,1006.0,0
324,4.71243,-12.5014,2,2.35621,0.222749,0,1,167.007,1051.0,0
325,-3.75209,-14.4538,2,-1.87605,0.146021,1,1,290.923,1151.0,0
327,-3.75598,-10.0497,2,-5.02486,-0.211129,0,1,135.697,1086.0,0
329,-4.63246,-14.0795,0,-7.03973,0.455889,1,1,124.972,1110.0,1
336,4.10282,-11.1977,0,2.05141,0.470508,0,1,291.427,1164.0,0
337,4.14139,-10.8377,2,2.07069,0.644112,0,0,177.518,1018.0,0
339,2.76479,-14.1086,0,-7.0543,-0.468586,0,1,239.098,1056.0,0
340,-1.70298,-11.5663,0,-0.851488,-0.527735,1,1,427.235,1186.0,0
341,0.029991,-14.8805,1,-7.44027,-0.720354,0,1,385.05,1029.0,0
342,4.86029,-12.0714,2,-6.03569,-0.057704,0,1,382.662,1141.0,0
343,-1.98448,-13.2399,0,-0.992242,-0.612889,0,1,330.526,1129.0,0
346,4.09405,-11.1523,2,-5.57617,0.223547,0,1,137.503,1067.0,0
348,4.73891,-12.9587,1,2.36946,-0.795269,1,1,171.898,1043.0,0
349,4.42358,-14.81,0,2.21179,-0.724105,0,1,372.555,1067.0,0
351,-3.66754,-11.7411,0,-5.87056,0.400936,1,1,239.886,1131.0,1
352,2.38318,-12.7739,2,1.19159,0.468463,1,1,398.812,1000.0,0
353,2.62473,-13.3096,0,1.31237,0.782881,0,0,440.501,1086.0,0
354,-2.80387,-10.4272,2,-1.40194,0.689764,0,0,382.578,1112.0,0
358,-2.8292,-14.1729,2,-1.4146,0.618882,0,0,113.408,1040.0,0
359,4.13202,-12.8965,0,-6.44824,0.180781,0,1,184.199,1105.0,0
361,-1.39084,-13.8203,0,-0.695421,-0.314436,0,1,376.166,1061.0,0
366,-0.940507,-12.3072,0,-6.15362,-0.474007,0,1,192.821,1085.0,0
367,-3.75383,-12.0368,0,-1.87691,0.837355,0,0,148.579,1104.0,0
368,4.90508,-11.1126,1,-5.5563,0.616371,0,0,253.397,1200.0,0
369,2.17977,-10.7735,0,1.08989,0.68983,1,0,230.728,1106.0,0
370,-2.51577,-14.6265,0,-7.31324,0.522441,1,0,106.429,1132.0,0
372,-3.79327,-10.9954,0,-5.49768,0.672862,0,0,276.634,1134.0,0
373,-3.91076,-10.2474,0,-5.12371,0.857173,1,0,302.059,1090.0,0
374,-2.72826,-13.4813,2,-6.74063,-0.379879,0,1,141.789,1020.0,1
378,2.988,-13.3866,1,-6.69328,-0.788269,0,1,244.604,1116.0,0
379,-0.345232,-13.4187,2,-0.172616,0.552364,1,0,375.382,1086.0,0
380,4.45467,-10.2149,1,-5.10747,-0.611898,1,1,325.414,1193.0,0
385,0.166894,-13.9484,1,0.083447,-0.817886,0,1,324.035,1119.0,0
388,3.83553,-14.9213,2,-7.46065,-0.525315,0,1,210.436,1007.0,0
389,-4.65984,-13.462,2,-2.32992,0.771361,1,0,294.263,1061.0,0
390,-0.692541,-10.9109,0,-0.346271,-0.996096,0,1,275.149,1182.0,0
391,-1.26752,-14.4998,2,-7.2499,0.343878,0,1,196.37,1094.0,0
392,-4.83249,-10.3528,0,-5.1764,-0.388035,0,1,166.168,1174.0,0
395,2.93036,-12.6391,0,1.46518,0.525295,1,0,255.61,1007.0,0
396,-0.723817,-10.6643,2,-0.361908,-0.287089,1,1,323.511,1036.0,0
398,-0.433781,-14.7522,0,-0.216891,0.528365,0,0,408.094,1192.0,0
399,4.56019,-13.1319,0,2.28009,-0.07549,1,1,487.707,1085.0,0
400,-0.830777,-12.9643,2,-6.48213,-0.74477,0,1,183.077,1123.0,0
401,-4.96452,-11.269,2,-5.63451,0.564744,1,0,449.547,1039.0,0
403,-3.22654,-14.6617,0,-7.33084,0.281714,0,1,161.015,1153.0,1
404,2.35299,-10.4732,0,-5.23659,-0.710991,1,1,188.803,1049.0,0
407,-1.16963,-11.4736,0,-0.584816,-0.88888,0,1,223.407,1041.0,0
409,-1.08796,-12.8775,2,-0.54398,0.745103,0,0,176.841,1058.0,0
410,-4.44498,-12.7364,2,-6.36818,-0.248531,0,1,320.075,1124.0,1
412,-2.14234,-13.8231,0,-1.07117,0.184887,0,1,260.746,1090.0,0
414,3.65406,-10.0265,0,-5.01325,-0.932306,0,1,100.019,1040.0,0
419,1.25186,-10.9592,1,0.625932,-0.452579,0,1,209.664,1115.0,0
420,1.65259,-14.0599,0,-7.02996,-0.094854,0,1,354.442,1197.0,0
421,-1.19309,-13.5647,0,-6.78237,0.251825,0,1,155.193,1045.0,0
422,0.3807,-10.8502,1,0.19035,-0.176468,0,1,140.708,1173.0,0
423,-1.93031,-13.5997,2,-6.79986,0.05911,0,1,159.521,1147.0,0
424,-2.57035,-11.7707,2,-5.88534,-0.414926,1,1,437.746,1168.0,1
425,-1.73482,-13.4754,2,-6.73771,0.52295,1,0,494.96,1180.0,0
427,-0.046958,-13.6975,2,-0.023479,-0.900912,0,1,427.376,1065.0,0
429,3.33131,-12.7373,2,1.66565,0.155024,1,1,156.119,1162.0,0
430,1.27086,-13.9267,2,-6.96336,0.893497,1,0,329.497,1135.0,0
433,3.79962,-11.6255,0,1.89981,0.912286,0,0,335.801,1047.0,0
434,-1.67125,-11.302,2,-0.835625,-0.312167,0,1,147.128,1058.0,0
435,4.69225,-10.9137,0,-5.45683,0.323091,0,1,131.651,1120.0,0
436,4.41423,-12.0444,2,2.20712,0.827496,1,0,193.645,1068.0,0
438,2.0995,-10.3453,0,-5.17265,0.717454,0,0,196.915,1033.0,0
439,-4.51824,-12.1846,0,-2.25912,0.525013,0,0,498.958,1143.0,0
440,-2.31795,-13.619,0,-1.15898,-0.456002,0,1,450.554,1172.0,0
444,-1.33492,-11.3237,0,-0.667458,-0.445351,0,1,483.387,1031.0,0
450,2.0137,-14.3163,2,1.00685,0.953709,0,0,149.354,1047.0,0
451,1.60018,-13.4906,1,0.800091,-0.909212,1,1,342.245,1151.0,0
455,-1.97099,-12.8316,0,-6.41579,0.270323,1,1,134.203,1124.0,1
456,-1.76886,-13.9863,0,-6.99317,0.429942,1,1,295.172,1148.0,0
457,-1.40482,-13.8005,2,-0.702412,0.074737,0,1,489.931,1167.0,0
459,-2.16388,-14.5746,2,-1.08194,-0.413553,0,1,383.189,1103.0,0
461,-1.43949,-13.0398,0,-0.719745,0.730892,0,0,395.12,1025.0,0
462,-1.50136,-14.0552,0,-0.750681,-0.714675,1,1,240.495,1049.0,0
464,3.12639,-14.9729,0,-7.48647,0.241618,0,1,449.45,1049.0,0
465,-4.05325,-10.1843,0,-5.09217,0.976207,1,0,265.313,1188.0,0
467,-3.78946,-11.1537,0,-1.89473,-0.708484,0,1,393.557,1134.0,0
468,-2.33679,-12.0672,2,-6.03361,-0.52071,0,1,192.738,1092.0,0
470,0.699846,-14.8381,0,-7.41906,-0.228666,0,1,199.328,1161.0,0
474,-3.96815,-12.7352,0,-6.36759,0.8079,1,0,234.56,1126.0,0
476,2.77655,-10.3649,2,-5.18244,0.259971,0,1,394.432,1037.0,0
478,-1.53567,-11.5672,2,-0.767836,-0.0821,0,1,429.658,1059.0,0
479,1.4516,-12.5515,2,0.725802,-0.203467,1,1,154.455,1024.0,0
480,1.10793,-13.5953,0,0.553965,-0.665397,0,1,169.186,1030.0,0
483,-2.14202,-14.7741,0,-7.38703,-0.421945,0,1,185.219,1174.0,1
484,0.387381,-12.6606,2,0.19369,-0.38286,0,1,330.418,1015.0,0
485,-2.64847,-13.9278,0,-6.96388,0.205495,1,1,284.236,1092.0,1
487,-1.08729,-14.639,0,-7.31951,0.605429,0,0,419.807,1162.0,0
497,-2.16031,-10.1771,2,-1.08016,0.944149,0,0,485.6,1169.0,0
498,-3.84581,-10.3802,0,-1.92291,0.774876,1,0,245.166,1141.0,0
500,0.610857,-12.5592,1,0.305429,0.816341,0,0,102.498,1082.0,0
502,0.461952,-13.3972,0,0.230976,0.222209,0,1,356.473,1053.0,0
503,3.32295,-10.2626,0,-5.13131,0.913344,0,0,225.258,1100.0,0
504,4.04781,-11.7909,0,2.0239,-0.746958,1,1,301.536,1068.0,0
505,1.07254,-13.8498,0,0.536268,0.704859,0,0,104.23,1171.0,0
509,-0.342108,-10.8131,2,-0.171054,-0.986246,0,1,123.34,1153.0,0
516,-4.55789,-14.5342,2,-7.26711,-0.311249,1,1,221.333,1052.0,1
517,2.24801,-11.7522,0,-5.87611,-0.144507,0,1,315.783,1064.0,0
518,-1.9356,-12.2239,0,-6.11194,-0.148706,0,1,279.996,1121.0,0
520,2.08725,-11.0467,2,-5.52336,-0.137845,0,1,167.005,1166.0,0
521,4.39274,-12.067,1,-6.03351,0.107145,0,1,216.845,1159.0,0
522,-1.56084,-10.2499,0,-5.12494,-0.22042,0,1,278.459,1069.0,1
523,-1.38189,-10.0503,0,-0.690945,-0.727916,0,1,415.457,1063.0,0
525,2.86524,-13.2338,0,-6.61688,0.416339,0,1,288.221,1087.0,0
527,3.55801,-14.0939,2,-7.04694,0.33828,0,1,301.403,1017.0,0
528,-3.55427,-11.3813,0,-5.69067,-0.64875,0,1,136.742,1079.0,0
529,-0.905243,-14.9865,0,-7.49326,-0.414546,0,1,318.089,1195.0,0
531,-0.864923,-10.6489,2,-0.432461,0.061542,0,1,227.065,1039.0,0
532,-0.065306,-13.744,0,-0.032653,-0.242628,0,1,259.324,1102.0,0
533,2.09508,-11.5433,0,-5.77166,0.693434,1,0,478.661,1190.0,0
534,-1.19184,-14.8171,0,-0.595919,-0.230215,0,1,199.187,1037.0,0
535,4.0317,-13.5593,2,2.01585,-0.213623,1,1,248.136,1006.0,0
539,-2.32037,-10.7827,2,-5.39134,-0.460061,0,1,216.87,1198.0,0
540,3.34163,-14.1533,0,1.67081,-0.399816,1,1,128.788,1158.0,0
542,3.53161,-10.605,1,1.76581,0.098051,0,1,190.793,1091.0,0
543,4.4952,-11.2926,1,-5.64632,-0.185199,0,1,228.142,1040.0,0
545,1.17407,-12.5281,2,-6.26406,-0.800962,0,1,352.992,1109.0,0
546,3.73558,-12.1939,0,-6.09693,0.283971,0,1,433.401,1166.0,0
548,1.74784,-10.9845,0,-5.49227,-0.437534,0,1,411.058,1182.0,0
553,-3.32142,-11.8956,0,-1.66071,-0.366083,0,1,383.776,1055.0,1
555,-2.63023,-11.1712,0,-5.58562,-0.008824,1,1,349.468,1106.0,1
557,-1.20983,-12.5686,0,-6.28428,-0.130202,0,1,184.809,1089.0,0
558,4.03552,-14.191,2,2.01776,-0.0495,1,1,160.363,1050.0,0
559,3.88079,-13.2392,0,1.9404,-0.550654,0,1,208.949,1036.0,0
561,1.55765,-14.2018,2,-7.10089,0.553131,0,0,217.607,1015.0,0
564,-4.38967,-11.4553,0,-2.19484,-0.97473,1,1,123.544,1157.0,1
566,2.69059,-11.8068,1,1.3453,-0.82047,1,1,250.089,1146.0,0
568,-4.87322,-11.9359,0,-5.96793,-0.06454,0,1,321.59,1183.0,0
569,-3.38593,-12.5523,0,-1.69297,-0.40911,1,1,451.781,1099.0,0
570,2.14189,-12.9176,2,-6.45879,-0.758057,1,1,389.836,1165.0,0
573,-3.45606,-13.6878,0,-6.84392,0.510661,0,0,470.845,1010.0,0
575,-0.159525,-12.3155,0,-0.079762,0.704449,0,0,160.434,1004.0,0
576,-2.04022,-13.9161,0,-1.02011,-0.703384,1,1,175.274,1116.0,0
577,1.71774,-12.1685,0,-6.08427,0.256946,0,1,372.907,1052.0,0
579,1.97959,-10.1637,2,-5.08184,0.062598,1,1,444.156,1154.0,0
580,-0.960982,-13.5643,2,-0.480491,0.971622,0,0,479.777,1087.0,0
581,2.5931,-13.8585,2,-6.92925,0.648837,0,0,362.636,1008.0,0
582,-1.78508,-10.5852,0,-5.29259,-0.714887,0,1,315.339,1119.0,0
583,0.811766,-10.0803,2,-5.04014,0.55776,0,0,104.08,1093.0,0
585,2.84612,-14.7433,0,-7.37165,0.233555,0,1,492.724,1189.0,0
586,-4.96591,-12.0014,0,-2.48296,-0.153771,0,1,254.249,1119.0,0
587,3.30877,-14.8666,1,1.65439,0.942051,0,0,193.346,1100.0,0
590,4.52201,-10.2272,0,-5.11362,0.085912,0,1,466.391,1149.0,0
593,2.10371,-13.5575,2,1.05186,-0.398302,0,1,365.285,1035.0,0
594,2.62844,-11.5655,2,-5.78276,-0.590551,0,1,278.522,1138.0,0
601,-2.78277,-10.87,2,-1.39138,0.66811,1,0,387.07,1176.0,0
602,3.67536,-11.3855,1,-5.69273,-0.783513,0,1,366.348,1102.0,0
604,-1.54731,-14.5904,2,-0.773655,0.580787,0,0,132.066,1176.0,0
605,0.74255,-11.5332,1,0.371275,-0.236536,0,1,195.942,1027.0,0
607,1.13591,-14.6265,0,0.567954,-0.112078,1,1,304.832,1121.0,0
608,1.49473,-12.6773,0,-6.33864,0.933678,0,0,209.668,1104.0,0
609,-2.79251,-11.6945,0,-1.39626,-0.058677,0,1,380.016,1144.0,0
611,-1.86888,-10.6326,0,-0.934442,0.281315,0,1,467.553,1061.0,0
614,-0.268711,-12.2703,2,-0.134356,-0.886499,0,1,268.86,1081.0,0
615,1.28871,-12.02,0,0.644354,-0.69556,0,1,361.561,1096.0,0
