,age,workclass,education,education-num,marital-status,occupation,relationship,race,capital-gain,capital-loss,hours-per-week,native-country,income >50K
317,22,2,4,3,2,6,2,4,0,0,40,25,0
318,29,2,15,10,4,12,1,4,0,0,40,38,0
319,62,2,11,9,6,7,1,4,0,0,24,38,0
323,29,2,1,7,4,3,1,4,0,0,40,38,0
327,43,2,15,10,2,9,5,4,0,1887,50,38,1
344,22,5,15,10,4,10,3,2,0,0,40,38,0
358,42,2,11,9,2,0,5,4,0,0,35,38,0
360,36,2,0,6,2,7,5,4,0,0,24,38,0
367,22,2,7,12,4,11,1,4,0,0,15,38,0
368,57,2,9,13,0,3,1,4,0,0,45,38,1
369,39,2,11,9,0,11,4,4,0,0,40,38,0
370,26,0,15,10,4,0,4,4,0,0,15,38,0
375,20,1,15,10,4,0,3,4,0,0,10,38,0
376,33,2,11,9,2,2,5,4,0,0,40,38,0
381,46,2,4,3,0,2,1,4,0,2339,45,38,0
383,46,2,15,10,0,11,1,4,0,0,40,38,0
384,36,1,15,10,2,13,5,4,0,0,40,38,0
385,23,2,11,9,4,7,1,4,0,0,25,38,0
387,44,2,15,10,2,0,5,4,0,2415,6,38,1
388,19,2,15,10,4,0,3,4,0,0,16,38,0
389,19,2,11,9,4,7,2,4,0,0,40,38,0
390,35,2,11,9,2,7,5,4,0,0,40,38,1
394,34,2,11,9,4,7,1,4,0,0,35,38,0
396,45,2,15,10,0,5,4,4,0,0,40,38,0
401,28,2,15,10,4,7,1,4,0,0,40,38,0
403,34,2,8,11,0,12,1,4,0,0,64,38,0
410,41,1,15,10,0,7,1,2,0,0,24,38,0
411,24,2,11,9,4,5,4,2,0,0,40,38,0
412,33,2,15,10,0,3,4,4,0,0,40,38,0
417,30,2,1,7,4,7,3,4,0,0,19,38,0
419,34,5,11,9,0,13,4,4,0,0,40,38,0
422,32,5,9,13,2,3,5,4,0,0,40,38,1
424,33,2,0,6,4,2,4,4,0,0,35,38,0
432,40,4,9,13,3,9,1,4,2174,0,40,38,0
433,30,2,7,12,2,7,5,4,0,0,25,38,1
437,34,1,15,10,4,10,1,4,0,0,40,38,0
439,42,1,15,10,2,0,5,4,0,0,40,38,0
441,45,2,11,9,0,0,1,4,0,0,28,38,0
446,44,2,11,9,6,3,4,2,0,0,40,38,0
450,19,2,11,9,4,6,3,2,0,0,40,38,0
454,44,4,11,9,2,11,5,4,0,0,40,38,1
456,30,2,11,9,2,3,5,4,0,0,40,38,0
464,24,2,9,13,4,12,1,4,0,0,20,38,0
465,37,2,11,9,2,0,5,4,0,0,60,38,0
469,30,2,9,13,2,12,5,4,0,0,16,38,1
474,67,2,8,11,0,7,1,4,0,0,24,38,0
475,46,2,9,13,4,2,1,4,0,0,40,38,0
479,23,2,11,9,4,7,4,4,0,0,35,38,0
483,41,2,11,9,3,2,4,4,0,0,40,38,0
485,25,2,15,10,3,0,3,2,0,0,20,38,0
488,45,1,9,13,0,9,4,4,0,0,40,38,0
490,40,2,11,9,4,7,1,4,0,0,35,38,0
492,35,2,7,12,4,3,1,4,0,0,60,38,0
493,34,2,11,9,0,9,4,4,0,0,25,38,0
495,41,2,11,9,0,0,4,4,0,0,36,38,0
498,26,2,15,10,4,9,1,4,0,0,35,38,0
503,58,2,15,10,0,7,4,4,0,0,42,9,0
504,25,2,9,13,4,11,1,4,0,0,40,38,0
508,47,1,11,9,5,0,4,2,0,0,40,38,0
509,39,2,11,9,0,7,4,4,0,0,40,38,0
516,25,2,15,10,4,0,1,0,0,0,20,38,0
525,28,2,15,10,2,11,5,4,0,0,40,38,0
527,74,2,15,10,0,0,1,4,0,0,9,38,0
530,44,2,1,7,0,6,4,3,0,0,46,32,0
533,41,2,7,12,2,3,5,4,0,0,50,38,1
536,57,2,3,2,6,8,1,2,0,0,30,38,0
538,31,3,9,13,4,4,1,4,0,0,45,38,0
542,30,2,15,10,4,5,4,4,0,0,40,38,0
545,32,2,11,9,4,5,1,4,0,0,45,38,0
546,58,2,0,6,2,7,5,4,0,0,8,38,0
551,36,4,11,9,5,7,4,4,0,0,40,38,0
552,72,2,1,7,6,0,4,4,0,0,40,38,0
553,35,2,11,9,2,6,5,2,0,0,40,38,0
554,33,0,8,11,0,2,4,2,0,0,40,38,1
555,69,2,1,7,4,6,1,4,0,0,40,38,0
558,34,2,11,9,2,12,5,4,0,0,32,38,0
563,24,2,11,9,4,5,4,2,0,0,40,38,0
567,45,2,5,4,5,7,4,4,0,0,40,25,0
574,27,2,10,16,4,9,1,4,0,0,70,38,0
577,36,4,7,12,0,11,4,4,0,0,35,38,0
578,58,1,9,13,4,9,1,4,0,0,40,38,0
585,21,2,15,10,4,11,3,4,0,0,24,38,0
594,23,2,9,13,4,0,3,4,0,0,40,38,0
599,49,2,9,13,4,9,1,4,0,0,45,38,0
602,60,2,5,4,0,7,1,4,0,0,40,38,0
605,48,2,11,9,4,0,4,2,0,0,37,38,0
609,17,2,0,6,4,7,3,4,0,0,21,38,0
610,52,2,12,14,0,9,1,4,6849,0,60,38,0
614,27,2,9,13,4,7,3,4,0,0,20,38,0
620,23,2,9,13,4,11,3,4,0,0,20,38,0
621,45,2,1,7,6,7,1,2,0,0,20,38,0
622,65,2,6,5,6,8,4,2,0,0,24,38,0
630,47,4,15,10,4,7,4,2,0,0,40,38,0
631,49,1,0,6,5,7,4,2,0,0,40,38,0
633,30,2,9,13,2,0,5,2,0,0,40,38,1
635,19,2,11,9,4,7,3,4,0,0,14,38,0
646,31,1,11,9,0,0,4,4,0,0,40,38,0
653,38,5,15,10,5,3,1,4,0,0,45,38,0
654,27,2,11,9,4,6,3,4,0,0,32,38,0
655,29,5,15,10,4,0,4,1,0,0,40,29,0
664,20,2,15,10,4,11,1,4,0,0,25,38,0
665,42,2,7,12,0,9,4,4,8614,0,40,38,1
675,22,2,11,9,4,11,3,4,2597,0,40,38,0
684,18,5,1,7,4,0,3,4,0,0,5,38,0
685,34,2,11,9,0,3,1,4,0,0,40,38,0
687,45,1,9,13,2,9,5,4,0,0,55,38,0
691,24,2,15,10,4,6,3,2,0,0,45,38,0
694,23,5,9,13,4,12,1,4,0,0,20,38,0
698,30,2,9,13,4,9,3,4,0,0,40,30,0
699,19,2,11,9,4,11,3,4,0,0,20,38,0
701,31,2,9,13,6,11,4,4,0,1380,40,4,0
704,46,2,10,16,0,9,4,4,25236,0,65,38,1
705,44,2,9,13,0,3,3,4,0,0,50,38,1
711,36,2,15,10,0,0,4,2,0,0,40,38,0
714,36,1,9,13,0,0,4,4,0,0,35,15,0
715,31,2,11,9,5,7,4,2,0,0,40,38,0
717,19,5,11,9,4,12,3,4,0,0,40,38,0
718,22,2,15,10,4,11,3,4,0,0,15,38,0
726,44,2,11,9,2,11,5,4,0,0,40,38,0
727,20,2,15,10,4,7,1,4,0,0,20,38,0
730,23,2,15,10,4,7,1,4,0,0,24,38,0
731,55,2,15,10,0,0,1,1,0,0,40,38,0
733,25,2,8,11,4,7,3,4,0,0,15,38,0
736,36,2,15,10,4,11,1,2,0,0,36,38,0
738,56,2,11,9,6,7,4,2,594,0,20,38,0
740,19,2,15,10,4,7,2,4,0,0,25,38,0
742,42,2,12,14,4,3,1,4,14084,0,50,38,1
745,42,1,9,13,2,9,5,4,0,0,40,38,1
747,32,2,15,10,4,0,3,2,0,0,40,38,0
757,33,1,9,13,4,9,1,4,0,0,45,38,0
758,46,0,11,9,2,0,5,4,0,0,40,38,1
760,36,2,11,9,4,7,1,4,0,0,18,38,0
761,59,1,11,9,2,0,5,4,0,0,38,38,1
765,32,2,0,6,5,7,4,4,0,0,42,38,0
767,22,2,15,10,2,11,5,4,0,0,30,10,0
768,47,4,9,13,0,11,1,4,0,0,50,38,0
770,26,2,15,10,4,4,1,4,0,0,38,38,0
773,37,2,8,11,2,12,5,4,0,0,24,38,1
776,36,2,15,10,0,0,4,4,0,0,40,38,0
781,28,2,8,11,4,6,1,4,0,1669,42,38,0
784,40,2,9,13,4,11,1,3,0,0,55,38,1
785,42,2,15,10,0,0,1,2,0,0,38,38,0
793,23,2,11,9,4,11,1,4,2463,0,40,38,0
803,31,2,11,9,0,0,4,4,0,0,38,38,0
804,17,2,1,7,4,11,3,4,0,0,20,38,0
810,30,2,11,9,5,7,3,4,0,0,36,38,0
815,47,4,11,9,2,7,5,4,0,0,75,21,0
816,41,2,8,11,4,9,1,4,0,0,60,38,0
821,31,2,12,14,4,9,1,4,0,0,46,38,0
823,30,2,11,9,6,0,1,4,0,0,40,38,0
826,62,2,11,9,6,7,1,4,0,0,40,38,0
827,39,2,11,9,5,6,4,4,0,0,24,38,0
831,53,2,15,10,2,0,5,4,4386,0,40,38,1
837,41,2,9,13,0,9,1,4,0,0,50,38,1
843,62,1,9,13,6,9,1,4,0,0,48,38,0
846,40,1,11,9,0,7,1,4,0,0,50,38,0
850,61,2,12,14,6,9,1,4,0,0,40,38,1
851,26,2,8,11,0,0,1,4,0,0,55,38,0
853,26,2,9,13,4,9,1,4,0,0,40,38,0
856,34,1,11,9,4,0,3,4,0,0,40,38,0
858,34,2,9,13,4,9,3,4,0,0,40,38,0
859,49,2,9,13,4,3,1,4,0,0,56,38,1
860,18,2,1,7,4,0,3,4,0,0,20,38,0
865,24,2,15,10,4,11,1,4,0,0,15,38,0
876,23,2,11,9,4,5,4,2,0,0,7,38,0
877,38,2,8,11,0,0,4,4,0,0,40,38,0
879,19,2,11,9,4,0,1,4,0,0,30,38,0
880,49,2,6,5,0,6,1,4,0,0,40,38,0
884,33,2,15,10,2,2,5,4,0,0,60,38,0
889,29,2,8,11,0,12,1,4,2174,0,45,38,0
892,28,2,8,11,2,0,5,1,0,0,40,18,0
897,22,2,9,13,4,3,3,4,0,0,50,38,0
902,22,2,11,9,4,5,3,4,0,0,40,38,0
905,46,2,11,9,0,6,1,4,0,0,38,38,0
916,43,2,12,14,2,9,5,1,0,0,50,34,0
922,42,2,4,3,2,6,5,4,0,0,38,25,0
923,38,2,15,10,2,0,5,2,0,0,40,38,0
928,22,2,15,10,4,11,1,4,0,0,42,38,0
929,33,2,3,2,3,8,1,4,0,0,40,12,0
933,23,2,11,9,2,0,5,4,0,0,40,25,0
936,47,2,12,14,4,9,1,4,0,0,25,38,0
940,31,2,7,12,0,7,4,0,0,0,40,38,0
943,18,2,11,9,4,7,1,4,0,0,45,38,0
945,54,1,15,10,0,3,4,2,0,0,35,38,0
946,40,2,15,10,0,0,4,4,0,0,40,38,0
947,36,3,9,13,2,3,5,4,0,1977,45,38,1
950,44,5,11,9,2,9,5,4,0,0,40,38,1
952,51,2,5,4,6,7,4,2,0,0,40,38,0
953,18,2,11,9,4,7,3,4,0,0,20,38,0
961,32,2,11,9,0,6,1,4,0,0,38,38,0
963,36,2,0,6,0,3,4,4,0,0,40,38,0
965,20,2,11,9,4,7,3,4,0,0,20,38,0
971,28,2,9,13,4,12,1,4,0,0,35,38,0
975,25,2,15,10,4,11,1,4,0,0,40,38,0
976,21,2,15,10,4,3,1,4,4101,0,40,38,0
978,78,2,11,9,6,7,1,2,2964,0,40,38,0
980,49,2,11,9,4,0,1,4,0,0,44,38,0
981,22,2,7,12,4,0,1,4,0,0,40,38,0
985,63,2,8,11,0,7,1,4,0,0,20,38,0
986,41,2,11,9,4,2,3,2,0,0,35,38,0
987,47,2,11,9,0,0,4,4,0,0,40,38,0
989,51,2,15,10,6,9,1,4,3325,0,40,38,0
1002,38,5,11,9,2,9,5,4,0,0,40,38,1
1003,23,1,9,13,4,9,3,4,0,0,60,38,0
1010,51,2,11,9,0,6,1,4,0,0,40,38,0
1016,33,2,8,11,2,12,5,4,0,0,40,38,1
1017,51,2,11,9,6,7,4,4,0,0,32,38,0
1022,42,2,11,9,5,11,1,4,0,0,30,38,0
1024,23,2,11,9,4,6,4,2,0,0,40,38,0
1028,48,2,0,6,2,0,5,4,0,0,40,38,0
1030,31,2,8,11,4,0,1,4,0,0,40,38,0
1033,32,2,11,9,4,7,1,2,0,0,40,38,0
1038,34,2,11,9,0,8,4,2,0,0,30,38,0
1040,90,2,11,9,4,7,1,4,0,0,40,38,0
1041,23,2,15,10,4,6,3,2,0,0,40,38,0
1042,43,2,15,10,0,0,1,4,0,0,40,38,0
1044,24,2,15,10,4,12,1,4,0,0,37,38,0
1048,20,2,15,10,4,11,1,4,0,0,50,38,0
1057,41,2,8,11,0,2,1,4,0,0,40,38,0
1063,34,2,7,12,5,7,4,4,0,0,40,38,0
1069,36,2,7,12,0,12,1,4,0,0,60,38,0
1070,22,1,9,13,4,9,3,4,0,0,20,38,0
1073,48,5,10,16,2,9,5,4,0,1902,46,38,1
1076,27,2,9,13,4,11,1,2,0,1590,40,38,0
1079,43,5,8,11,2,9,5,4,0,0,40,38,1
1080,43,2,9,13,5,9,4,4,0,0,40,38,0
1081,19,1,11,9,0,3,1,4,0,0,35,38,0
1098,29,3,11,9,2,11,5,4,0,1977,25,38,1
1099,43,2,15,10,0,9,4,4,0,0,40,38,0
1104,34,4,7,12,2,9,5,4,0,0,25,38,1
1105,34,1,11,9,0,0,4,4,0,0,33,38,0
1111,33,2,9,13,2,11,5,4,0,0,45,38,1
1113,69,2,11,9,2,11,5,4,0,0,40,38,0
1114,34,2,11,9,0,5,3,4,0,0,40,38,0
1118,58,1,9,13,2,9,5,4,0,0,40,38,1
1121,45,0,11,9,0,12,1,4,4865,0,40,38,0
1124,48,2,15,10,0,7,4,2,0,0,35,38,0
1125,20,2,8,11,4,0,3,4,0,0,40,38,0
1130,30,2,15,10,4,6,1,2,0,0,40,38,0
1132,31,2,11,9,4,7,4,4,0,0,40,25,0
1133,37,2,8,11,4,0,3,4,0,0,38,38,0
1140,19,2,15,10,4,7,3,4,0,0,20,38,0
1142,59,0,11,9,6,11,4,4,0,0,40,10,0
1146,30,3,15,10,4,3,1,4,0,0,60,38,0
1151,40,2,15,10,0,0,4,4,0,0,39,38,0
1157,28,5,12,14,2,9,5,4,0,0,50,38,1
1164,50,2,9,13,2,9,5,4,0,1977,40,38,1
1165,33,2,11,9,0,0,1,2,0,0,40,38,0
1170,51,2,11,9,0,0,1,4,0,0,43,38,0
1171,50,2,1,7,0,7,1,2,0,0,40,38,0
1176,22,2,8,11,4,0,3,4,0,0,30,38,0
1178,47,2,11,9,4,0,4,4,0,0,40,38,0
1181,40,2,9,13,0,3,1,4,0,0,45,38,1
1186,59,0,15,10,4,3,3,2,0,0,40,38,0
1188,24,5,9,13,4,0,1,4,0,0,65,38,0
1194,19,2,15,10,4,7,3,4,0,0,25,38,0
1195,49,1,9,13,0,9,1,2,0,0,40,38,0
1198,18,2,11,9,4,6,3,4,0,0,40,5,0
1212,31,2,15,10,0,2,4,4,0,0,20,38,0
1223,55,2,11,9,6,0,3,4,0,0,40,38,0
1225,29,2,11,9,4,0,1,4,0,0,40,38,0
1228,50,2,11,9,0,0,4,4,0,0,40,8,0
1231,52,0,11,9,0,0,4,4,0,0,40,38,0
1232,27,2,9,13,4,0,1,4,0,0,40,38,0
1234,31,2,1,7,5,7,1,2,0,0,42,38,0
1235,23,2,15,10,4,11,1,4,0,0,30,38,0
1236,34,2,11,9,4,11,1,4,0,0,24,38,0
1237,41,4,11,9,2,11,2,4,0,0,40,4,0
1238,31,2,11,9,4,7,3,4,0,0,30,38,0
1239,42,2,15,10,4,0,3,4,0,0,40,38,0
1241,55,2,11,9,5,0,1,4,0,0,25,38,0
1242,36,5,11,9,6,3,1,4,0,0,40,38,0
1245,62,2,15,10,6,7,1,4,0,0,20,38,0
1248,34,2,11,9,2,0,5,4,0,0,40,38,0
1249,32,2,11,9,4,5,3,4,0,0,40,38,0
1253,52,0,11,9,0,0,1,4,0,0,43,38,0
1256,38,2,9,13,4,0,1,4,0,0,50,38,0
1263,73,2,11,9,6,7,1,4,0,0,37,38,0
1265,31,2,11,9,4,11,1,4,0,0,45,38,0
1270,47,2,9,13,4,3,4,2,0,0,45,38,0
1272,28,2,7,12,4,7,1,4,0,0,80,38,0
1273,25,2,11,9,4,12,1,2,0,0,40,38,0
1274,20,2,15,10,4,7,4,4,0,0,40,38,0
1281,42,0,7,12,0,9,4,1,0,0,40,29,1
1284,50,2,11,9,2,0,5,4,5178,0,40,38,1
1291,63,4,3,2,6,7,4,4,0,0,30,7,0
1301,29,2,11,9,4,7,4,2,0,0,40,23,0
1302,58,3,15,10,2,13,5,4,0,0,40,38,1
1307,26,2,4,3,4,0,3,4,0,0,40,25,0
1309,49,2,11,9,2,2,5,4,0,0,40,38,1
1311,28,2,9,13,4,9,1,4,0,0,40,38,0
1313,51,2,11,9,0,0,4,4,0,0,40,38,0
1315,24,2,11,9,4,6,3,4,0,0,40,38,0
1320,61,1,11,9,6,0,4,4,1471,0,35,38,0
1327,52,2,11,9,6,7,4,1,0,0,40,18,1
1328,24,2,11,9,4,11,3,2,0,0,20,38,0
1329,29,2,1,7,4,7,4,2,0,0,40,38,0
1331,20,2,15,10,4,6,1,4,0,0,40,38,0
1335,33,2,15,10,4,9,1,4,3674,0,16,38,0
1338,71,2,9,13,0,12,3,4,2329,0,16,38,0
1341,57,2,12,14,3,9,1,4,0,0,40,38,0
1345,35,2,9,13,4,0,3,4,0,0,40,38,0
1352,42,2,11,9,5,11,3,4,0,0,40,38,0
1362,22,2,11,9,4,7,1,4,0,0,24,38,0
1363,51,2,15,10,0,11,4,4,0,0,40,21,0
1364,31,0,8,11,4,3,1,4,0,0,40,38,0
1365,49,3,11,9,0,3,4,4,0,0,40,38,0
1366,49,2,11,9,2,6,5,2,0,0,40,38,0
1367,53,0,15,10,6,0,1,2,0,0,40,38,0
1372,43,2,12,14,4,7,1,4,0,0,30,30,0
1374,43,1,8,11,4,0,1,4,0,0,35,38,0
1375,41,2,11,9,0,11,4,2,0,0,40,38,0
1379,32,2,9,13,0,3,4,4,0,0,40,1,0
1390,27,2,9,13,4,12,1,4,0,0,40,38,0
1392,59,2,11,9,0,11,4,4,0,1762,30,38,0
1393,19,0,11,9,4,0,4,2,0,0,40,38,0
1400,40,2,11,9,4,0,1,4,0,0,40,38,0
1402,50,2,11,9,0,0,1,4,0,0,40,38,0
1407,39,1,7,12,2,2,5,4,0,0,50,38,1
1410,48,2,11,9,6,7,4,4,0,0,40,38,0
1418,31,2,9,13,2,9,5,4,0,0,40,38,1
1419,47,2,15,10,4,0,1,4,0,0,40,38,0
1422,40,2,7,12,4,0,3,4,0,0,45,38,0
1427,39,2,6,5,2,7,5,2,3411,0,34,38,0
1430,49,2,8,11,2,6,5,4,0,0,40,28,0
1431,59,2,11,9,0,3,1,4,0,0,40,38,0
1435,58,3,0,6,2,13,5,4,0,0,40,38,0
1437,36,0,7,12,2,0,5,4,0,0,40,38,1
1438,41,4,12,14,0,9,4,4,0,0,35,38,0
1455,56,2,11,9,6,0,4,2,0,0,38,38,0
1467,49,2,12,14,0,3,1,4,0,0,75,38,0
1472,28,1,9,13,4,9,1,4,0,0,40,38,0
1474,22,2,15,10,4,5,3,4,0,0,36,38,0
1476,38,2,11,9,0,7,4,4,0,0,48,38,0
1477,26,2,8,11,4,0,3,4,0,0,40,38,0
1478,17,2,1,7,4,0,3,1,0,0,24,38,0
1487,25,2,11,9,4,7,3,4,0,0,25,38,0
1488,57,0,11,9,0,0,4,4,0,0,40,38,0
1491,26,2,11,9,0,3,1,4,0,0,41,38,0
1497,35,2,9,13,0,11,1,4,0,1980,65,38,0
1508,20,2,15,10,4,0,1,2,0,0,14,38,0
1517,59,2,9,13,2,0,5,4,2885,0,30,38,0
1521,47,5,6,5,0,7,1,4,0,0,40,38,0
1522,30,2,15,10,0,3,4,4,0,0,40,38,0
1523,20,2,15,10,4,4,3,4,0,0,40,38,0
1529,37,2,11,9,0,3,4,4,0,0,12,38,0
1532,48,2,12,14,0,3,4,4,0,0,40,38,1
1534,50,2,15,10,0,7,1,4,0,0,40,38,0
1535,30,2,7,12,4,9,1,4,0,0,40,38,0
1538,22,2,0,6,2,6,5,4,0,0,40,38,0
1540,26,5,11,9,0,0,3,4,0,0,30,38,0
1549,27,2,0,6,4,6,4,4,0,0,40,38,0
1550,23,2,11,9,4,0,3,4,0,0,40,38,0
1552,56,2,5,4,0,6,1,4,0,0,40,38,0
1553,24,2,15,10,4,0,1,4,0,0,40,38,0
1559,21,2,15,10,4,7,2,2,0,0,8,38,0
1564,42,0,11,9,5,7,2,2,0,0,40,38,0
1565,47,2,15,10,4,7,1,2,0,0,35,27,0
1588,22,2,11,9,4,3,3,4,0,0,20,38,0
1589,23,2,9,13,4,0,1,4,0,0,40,38,0
1596,33,1,11,9,2,0,5,4,0,0,60,38,0
1597,37,2,9,13,4,11,1,2,0,0,40,38,0
1601,57,5,11,9,0,3,1,4,0,0,50,38,0
1602,22,5,15,10,4,9,3,4,0,0,20,38,0
1610,58,4,2,8,0,11,1,4,0,0,52,38,0
1611,36,2,7,12,2,9,5,4,0,0,30,38,1
1617,26,2,15,10,2,3,5,4,0,0,35,38,0
1622,37,2,11,9,4,7,3,1,0,0,40,29,0
1624,31,2,11,9,4,7,1,3,0,0,35,38,0
1627,52,2,9,13,2,11,5,4,15024,0,60,38,1
1628,45,2,11,9,2,6,5,4,0,1740,40,38,0
1631,67,1,11,9,0,7,1,4,0,0,24,38,0
1636,27,2,0,6,0,7,1,4,0,0,40,38,0
1637,28,2,11,9,4,11,1,4,2202,0,48,38,0
1640,52,2,11,9,0,7,2,2,0,0,38,38,0
1644,55,4,14,15,2,9,5,4,0,0,10,38,0
1645,71,3,11,9,2,0,5,4,0,0,20,38,1
1649,59,2,0,6,0,0,1,2,0,0,40,38,0
1674,47,2,7,12,2,0,5,4,0,0,40,21,1
1680,37,2,11,9,0,7,4,4,0,0,12,38,0
1683,50,2,11,9,2,6,5,4,0,0,40,38,0
1686,43,2,11,9,4,7,1,2,0,0,45,38,0
1688,53,2,6,5,0,7,1,4,0,0,36,1,0
1690,25,2,11,9,4,7,1,4,0,0,40,38,0
1691,17,2,1,7,4,0,3,4,1055,0,20,38,0
1693,53,5,11,9,2,3,5,4,15024,0,40,38,1
1696,49,2,11,9,2,3,5,4,0,0,43,38,0
1700,37,2,15,10,0,0,4,2,0,0,35,38,0
1701,18,2,15,10,4,7,3,4,0,0,15,38,0
1703,29,2,11,9,0,2,1,4,0,0,50,38,0
1710,73,2,11,9,6,11,2,4,0,0,15,38,0
