,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,price_above_median
250,3.7562,34,5.475218658892128,1.0583090379008746,2237.0,3.260932944606414,37.98,0
252,3.3611,36,5.911764705882353,0.965686274509804,537.0,2.6323529411764706,39.16,0
258,1.75,31,3.257575757575758,0.9393939393939394,192.0,2.909090909090909,37.63,0
260,1.5714,39,3.830357142857143,1.0178571428571428,1222.0,5.455357142857143,36.52,0
261,2.6012,16,5.280737704918033,1.014344262295082,1232.0,2.5245901639344264,39.15,0
263,3.0466,15,3.0356798457087755,1.0761812921890068,3556.0,3.429122468659595,37.36,0
264,4.5187,16,4.605263157894737,1.0745614035087718,722.0,3.1666666666666665,37.38,0
265,3.0486,34,5.443627450980392,1.068627450980392,1131.0,2.772058823529412,35.34,0
266,3.0466,11,6.534090909090909,1.226010101010101,2144.0,2.707070707070707,38.97,0
267,2.6812,43,5.843023255813954,1.162790697674419,492.0,2.86046511627907,37.98,0
268,3.7891,16,10.375478927203066,1.842911877394636,712.0,2.727969348659004,38.86,0
269,3.0625,8,5.283194057567316,1.1039925719591457,2887.0,2.680594243268338,39.73,0
270,1.7333,19,5.425196850393701,1.125984251968504,355.0,2.795275590551181,40.45,0
272,2.065,26,10.583333333333334,2.055555555555556,498.0,2.305555555555556,39.52,0
278,0.9437,52,2.611111111111111,0.8611111111111112,301.0,4.180555555555555,38.44,0
279,3.8,31,4.791744840525328,0.9662288930581614,1507.0,2.827392120075047,38.25,0
280,1.1912,22,52.69047619047619,8.857142857142858,98.0,2.333333333333333,39.15,0
281,1.8839,32,11.572519083969466,2.206106870229008,304.0,2.3206106870229006,39.66,0
282,1.5449,17,4.5315985130111525,1.1115241635687731,1563.0,2.9052044609665426,36.74,0
284,3.1194,17,4.760683760683761,1.0769230769230769,848.0,2.415954415954416,38.6,0
286,3.6477,15,8.33495145631068,1.6310679611650485,501.0,2.4320388349514563,40.3,0
287,1.4958,31,4.5,0.9505208333333334,1167.0,3.0390625,39.09,0
288,1.9913,21,5.542105263157895,1.0789473684210529,867.0,2.281578947368421,36.58,0
291,1.7105,21,4.8244444444444445,1.0733333333333333,1315.0,2.922222222222222,35.5,0
292,2.0903,34,7.612359550561798,1.4719101123595506,434.0,2.438202247191011,41.79,0
293,3.1781,23,4.926391382405745,1.0556552962298025,1493.0,2.680430879712747,38.34,0
298,3.0733,15,4.936117936117936,1.0442260442260445,2070.0,2.542997542997543,38.67,0
299,1.8672,18,5.329512893982808,1.171919770773639,741.0,2.123209169054441,39.43,0
300,2.2169,21,5.035175879396985,0.9673366834170856,1397.0,3.510050251256281,36.11,0
301,3.1042,14,5.437837837837838,1.0108108108108107,462.0,2.497297297297297,39.18,0
306,2.3787,19,4.582037996545768,1.1744386873920554,1419.0,2.4507772020725387,38.58,0
307,2.4375,52,5.019607843137255,0.9859943977591036,1049.0,2.938375350140056,36.76,0
310,2.3507,39,5.165636588380717,1.0061804697156984,2111.0,2.609394313967861,39.74,0
311,3.4297,30,6.195979899497488,1.0753768844221103,620.0,3.1155778894472363,36.8,0
312,2.0885,35,4.812064965197216,1.1067285382830627,1687.0,3.91415313225058,37.62,0
313,2.5025,38,4.708971553610503,0.986870897155361,1320.0,2.888402625820569,37.79,0
314,4.9432,10,6.89873417721519,1.0379746835443038,470.0,2.9746835443037973,36.35,0
315,1.7169,36,4.706959706959707,0.989010989010989,706.0,2.586080586080586,37.58,0
316,4.3162,14,6.048109965635739,1.0378006872852237,1748.0,3.0034364261168385,35.45,0
319,3.1944,29,5.979591836734694,1.0233236151603498,915.0,2.6676384839650145,36.22,0
320,3.5305,30,5.926724137931035,1.0258620689655171,1296.0,2.793103448275862,40.2,0
321,4.5179,15,6.862884160756501,1.0401891252955082,1325.0,3.132387706855792,38.04,0
322,1.0648,39,4.216901408450704,1.0788732394366196,1182.0,3.3295774647887324,35.38,0
323,3.0278,15,5.333333333333333,0.9347319347319348,1238.0,2.885780885780886,36.09,0
325,1.4044,35,4.659147869674185,1.0726817042606516,1208.0,3.027568922305764,36.97,0
326,1.7774,23,3.636898920510304,1.085377821393523,3785.0,3.714425907752698,38.0,0
328,1.0398,25,5.465798045602606,1.1954397394136809,971.0,3.1628664495114007,38.64,0
329,4.0227,10,6.346846846846847,1.117117117117117,782.0,3.5225225225225225,38.03,0
337,3.8323,16,5.997821350762528,1.0762527233115469,1414.0,3.080610021786492,40.6,0
338,2.5,15,4.581967213114754,1.1055327868852458,1837.0,1.882172131147541,37.99,0
339,3.9808,20,5.678688524590164,1.0065573770491802,999.0,3.275409836065574,38.28,0
340,2.4398,11,4.20440251572327,1.2955974842767295,1376.0,4.327044025157233,36.29,0
341,2.71,17,5.253456221198157,1.043778801843318,976.0,2.248847926267281,40.54,0
343,3.5189,17,5.498201438848921,1.037769784172662,1497.0,2.6924460431654675,40.55,0
344,1.6607,6,4.664251207729468,1.0193236714975846,1344.0,3.246376811594203,36.62,0
345,3.3203,27,5.8671875,0.9947916666666666,1197.0,3.1171875,34.65,0
347,2.7679,18,6.1354466858789625,1.0461095100864553,815.0,2.3487031700288186,38.56,0
350,4.8611,15,6.442065491183879,0.9773299748110832,2540.0,3.198992443324937,38.45,0
352,2.5096,33,4.559322033898305,0.940677966101695,656.0,2.7796610169491527,40.78,0
356,1.3668,52,2.673635307781649,1.089430894308943,1515.0,1.759581881533101,37.79,0
360,3.1467,41,4.882352941176471,1.0448179271708684,780.0,2.184873949579832,38.45,0
361,4.5987,12,6.527646129541864,1.1216429699842023,2087.0,3.296998420221169,38.26,0
362,2.9866,45,5.441281138790036,1.1281138790035588,793.0,2.8220640569395017,38.89,0
363,2.3056,43,5.193370165745856,1.149171270718232,690.0,3.812154696132597,37.96,0
364,4.0156,34,5.471590909090909,0.9034090909090908,392.0,2.227272727272727,38.14,0
366,1.6554,44,4.260504201680672,0.9453781512605042,704.0,2.957983193277311,37.93,0
367,3.2721,11,4.522935779816514,1.0428134556574924,1476.0,4.513761467889908,37.39,0
368,3.625,36,4.285714285714286,0.8571428571428571,51.0,3.642857142857143,37.64,0
369,3.6563,18,10.447852760736197,2.208588957055215,354.0,2.1717791411042944,39.17,0
370,1.1786,32,4.520979020979021,1.1083916083916083,1109.0,3.8776223776223775,35.35,0
371,2.6458,26,5.416666666666667,1.101851851851852,830.0,3.842592592592593,37.82,0
372,3.7687,27,5.405405405405405,0.9797297297297296,1085.0,2.4436936936936937,38.13,0
373,2.0564,38,4.904,1.0528,1441.0,2.3056,36.77,0
377,4.4886,21,6.45119305856833,1.0737527114967462,1313.0,2.8481561822125814,37.5,0
378,2.1538,17,5.341836734693878,1.0816326530612246,530.0,2.704081632653061,37.9,0
379,3.6897,25,4.1437125748503,0.874251497005988,504.0,3.0179640718562872,38.57,0
381,4.1484,10,4.791907514450867,0.8439306358381503,447.0,2.5838150289017343,35.3,0
382,1.5743,31,4.544871794871795,0.9807692307692308,1219.0,3.907051282051282,35.36,0
383,3.87,26,6.048843187660668,1.0,1420.0,3.650385604113111,34.7,0
384,3.8065,5,5.436657681940701,1.0390835579514826,1967.0,2.650943396226415,37.69,0
385,3.025,24,5.540443808160344,1.101646385110952,4333.0,3.101646385110952,38.5,0
386,2.2262,52,4.55379746835443,1.0284810126582278,738.0,2.335443037974684,38.43,0
388,3.3229,9,4.5,1.0461538461538462,860.0,1.6538461538461535,36.84,0
390,1.1607,50,4.038461538461538,1.1076923076923078,485.0,1.8653846153846156,39.51,0
391,2.8393,41,4.75417661097852,1.0047732696897376,1006.0,2.4009546539379474,35.42,0
392,4.1364,24,23.54736842105263,5.168421052631579,264.0,2.778947368421053,39.27,0
395,4.1563,4,5.645833333333333,0.9851190476190476,915.0,2.7232142857142856,34.66,0
396,3.1042,18,5.463414634146342,0.926829268292683,95.0,2.317073170731707,38.53,0
397,4.9432,4,6.341708542713568,1.085427135678392,622.0,3.1256281407035176,36.81,0
398,2.0043,36,5.264150943396227,1.326145552560647,999.0,2.692722371967655,37.97,0
402,2.425,17,5.48575712143928,1.1019490254872564,1970.0,2.953523238380809,39.4,0
403,2.975,34,6.405405405405405,1.0675675675675675,716.0,3.225225225225225,36.64,0
404,3.5076,25,5.188720173535792,1.0281995661605206,1298.0,2.8156182212581347,40.93,0
405,2.4537,10,5.583333333333333,0.9839743589743588,721.0,2.310897435897436,39.8,0
407,2.1731,45,3.807692307692308,1.0038461538461538,901.0,3.4653846153846155,37.75,0
409,4.0208,43,5.949197860962567,1.0481283422459893,890.0,2.379679144385027,35.4,0
410,3.5595,6,4.933926302414231,1.0165184243964422,2319.0,2.946632782719187,37.81,0
413,2.6181,24,4.86144578313253,1.0481927710843373,585.0,3.5240963855421685,37.78,0
414,2.4786,14,4.371014492753623,1.0057971014492753,1679.0,4.866666666666666,36.49,0
418,1.3329,40,4.28021978021978,1.0208791208791208,1782.0,1.9582417582417584,40.58,0
420,2.8807,17,5.724288840262582,1.0765864332603938,1158.0,2.533916849015317,38.73,0
422,0.9227,11,37.0,8.20754716981132,113.0,2.1320754716981134,38.9,0
424,2.3816,16,6.055954088952654,1.12051649928264,1516.0,2.1750358680057387,38.15,0
427,3.0917,32,4.796019900497512,0.9850746268656716,623.0,3.099502487562189,37.76,0
433,1.8355,26,4.424050632911392,0.995253164556962,2017.0,3.191455696202532,39.12,0
434,3.0,13,6.177285318559557,1.2271468144044322,920.0,2.548476454293629,37.49,0
435,4.9861,12,7.123684210526315,1.1394736842105264,1200.0,3.1578947368421053,38.03,0
436,1.5536,25,4.088785046728972,1.0,931.0,4.350467289719626,36.6,0
438,3.0,43,5.916334661354582,1.0756972111553784,653.0,2.601593625498008,38.44,0
441,3.8667,37,5.894736842105263,1.051282051282051,2083.0,2.8110661268556005,38.09,0
442,2.3011,18,4.856823266219239,1.0738255033557047,1527.0,3.416107382550336,39.11,0
443,4.1528,15,6.19327731092437,0.9873949579831932,768.0,3.226890756302521,35.34,0
444,2.6147,11,6.26813880126183,1.1466876971608833,1610.0,2.539432176656152,39.82,0
447,1.4913,32,4.901785714285714,1.0089285714285714,726.0,3.2410714285714284,36.83,0
448,3.5714,17,9.418685121107266,1.7716262975778547,828.0,2.865051903114187,38.84,0
451,1.4583,36,2.4,0.6,42.0,1.68,37.98,0
452,3.1779,16,4.636165577342048,0.9607843137254902,1860.0,4.052287581699346,38.04,0
454,2.0469,10,4.786290322580645,0.9516129032258064,728.0,2.935483870967742,40.45,0
455,2.8906,11,7.918918918918919,1.6891891891891893,317.0,4.283783783783784,34.61,0
457,4.8173,22,5.536231884057971,0.944927536231884,1001.0,2.9014492753623187,38.15,0
459,1.8466,43,4.701807228915663,1.0662650602409638,862.0,2.5963855421686746,37.59,0
460,4.7159,9,6.402298850574713,0.9885057471264368,529.0,3.0402298850574714,37.68,0
467,1.3583,10,4.5,1.1702127659574468,295.0,3.1382978723404253,37.77,0
470,2.7344,35,5.735955056179775,1.0617977528089888,953.0,2.676966292134832,37.31,0
471,2.5089,52,4.989730423620026,1.030808729139923,1768.0,2.269576379974326,37.65,0
472,4.5066,16,5.420618556701031,1.0123711340206183,1265.0,2.6082474226804124,38.56,0
474,1.962,43,4.557692307692308,1.0625,749.0,3.6009615384615383,37.96,0
475,4.3958,35,5.85754189944134,0.9804469273743016,977.0,2.7290502793296088,38.0,0
478,3.865,30,6.060669456066946,1.0585774058577406,1508.0,3.154811715481172,38.69,0
480,2.4896,38,5.333333333333333,0.9965635738831616,873.0,3.0,40.79,0
482,0.8738,52,3.376470588235294,1.4,154.0,1.811764705882353,37.96,0
483,3.22,52,5.956639566395664,1.075880758807588,984.0,2.6666666666666665,37.78,0
484,2.4623,17,5.680701754385965,1.024561403508772,705.0,2.473684210526316,39.74,0
486,2.5402,42,6.25,1.1510416666666667,647.0,3.3697916666666665,37.52,0
487,2.8167,10,6.080078125,1.150390625,1508.0,2.9453125,37.19,0
488,2.825,32,4.784232365145228,0.979253112033195,761.0,3.1576763485477177,36.59,0
489,4.9904,29,6.328260869565217,0.967391304347826,1170.0,2.5434782608695654,37.68,0
490,3.06,27,5.820960698689956,1.004366812227074,730.0,3.187772925764192,37.33,0
491,3.25,19,5.800469483568075,1.011737089201878,1040.0,2.4413145539906105,36.08,0
492,2.2467,46,5.940677966101695,1.1045197740112995,1339.0,3.7824858757062154,37.74,0
493,2.9886,21,5.097130242825607,0.93598233995585,1047.0,2.3112582781456954,36.31,0
496,3.0403,20,5.607361963190184,1.1116564417177914,2125.0,2.607361963190184,39.08,0
497,2.7039,34,6.780254777070064,1.1146496815286624,969.0,3.0859872611464967,38.95,0
503,4.2137,13,5.1537242472266245,0.9667194928684628,1915.0,3.03486529318542,38.34,0
505,5.2881,17,6.573389651531151,0.9904963041182682,3064.0,3.235480464625132,38.56,0
508,2.6875,17,4.5181818181818185,0.9418181818181818,1139.0,2.070909090909091,37.62,0
510,3.675,52,5.814814814814815,1.037037037037037,88.0,3.259259259259259,37.76,0
511,1.7308,52,4.231173380035027,1.0823117338003505,1150.0,2.0140105078809105,40.8,0
512,2.5062,50,5.945945945945946,1.0135135135135136,1148.0,7.756756756756757,38.66,0
513,3.8036,33,4.216494845360825,0.9828178694158076,848.0,2.9140893470790377,37.65,0
514,2.3256,24,5.959550561797752,1.2764044943820223,1532.0,3.4426966292134837,36.32,0
515,3.358,9,4.65625,1.09375,297.0,1.85625,38.57,0
516,5.1728,7,4.650485436893204,0.8155339805825242,327.0,3.174757281553398,36.29,0
517,2.5,19,6.153153153153153,1.2522522522522523,302.0,2.720720720720721,40.28,0
521,2.4281,18,5.649606299212598,1.0118110236220472,657.0,2.5866141732283463,36.29,0
527,2.6894,30,3.6733870967741935,1.0181451612903225,932.0,1.879032258064516,36.59,0
528,1.6483,39,4.390781563126253,0.9879759519038076,1307.0,2.619238476953908,40.18,0
530,2.1667,36,6.573099415204679,1.0760233918128654,504.0,2.9473684210526314,39.18,0
531,4.8523,20,5.848341232227488,0.985781990521327,649.0,3.075829383886256,38.67,0
535,1.6023,35,6.323529411764706,1.3235294117647058,100.0,2.9411764705882355,37.95,0
536,2.9048,32,5.809859154929577,1.102112676056338,802.0,2.823943661971831,38.9,0
537,1.4419,39,4.55425219941349,1.064516129032258,1449.0,4.249266862170088,36.73,0
538,3.7656,7,6.156937799043062,1.1492822966507177,2733.0,2.615311004784689,36.86,0
539,6.759,4,7.361419068736142,0.9955654101995566,3121.0,3.4600886917960088,35.33,0
541,5.778,16,7.413729128014842,1.020408163265306,1673.0,3.103896103896104,38.37,0
542,2.225,26,3.2,0.8,27.0,2.7,36.62,0
544,3.8068,34,7.341317365269461,1.0778443113772456,359.0,2.1497005988023954,38.63,0
548,2.1875,16,5.49171270718232,1.022099447513812,495.0,2.734806629834254,40.44,0
549,2.0331,37,4.824657534246575,1.2136986301369863,911.0,2.495890410958904,35.41,0
550,4.81,15,6.54059405940594,1.013861386138614,1687.0,3.3405940594059405,36.82,0
552,3.0912,21,5.225127087872186,1.028322440087146,3927.0,2.851851851851852,38.26,0
553,1.5313,29,5.808219178082192,1.0684931506849316,284.0,3.8904109589041096,36.1,0
554,2.8102,17,5.560581583198708,1.138933764135703,1693.0,2.7350565428109856,39.31,0
556,2.9832,22,4.718978102189781,1.0197080291970804,2694.0,1.9664233576642336,34.18,0
558,2.5313,37,3.38,1.09,231.0,2.31,36.63,0
559,3.1768,31,5.010869565217392,1.0942028985507246,1441.0,2.6105072463768115,38.11,0
560,2.5809,32,5.479704797047971,0.992619926199262,867.0,3.199261992619926,36.7,0
561,4.5278,16,5.934065934065934,0.912087912087912,507.0,2.7857142857142856,38.01,0
563,3.7667,27,7.305555555555555,1.9259259259259256,295.0,2.7314814814814814,39.05,0
